,demand,p1,p2,p3,p4,p5
1987,10.0,55,92,18,55,20
1988,10.0,11,63,97,4,55
1989,10.0,10,44,18,2,4
1990,10.0,52,97,3,74,1
1991,10.0,36,20,93,95,12
1992,10.0,98,89,53,92,17
1993,10.0,2,84,88,47,8
1994,10.0,51,71,44,16,48
1995,10.0,93,43,56,98,83
1996,10.0,91,26,34,90,77
1997,10.0,75,27,34,1,48
1998,10.0,1,16,56,36,18
1999,10.0,22,48,91,56,68
2000,10.0,96,2,36,11,23
2001,10.0,32,18,40,1,35
2002,10.0,5,7,44,1,27
2003,10.0,96,63,12,49,83
2004,10.0,7,11,38,94,13
2005,10.0,36,4,47,82,27
2006,10.0,15,28,22,64,35
2007,10.0,25,88,77,84,57
2008,10.0,60,26,74,81,64
2009,10.0,62,13,20,37,79
2010,10.0,39,78,78,97,15
2011,10.0,10,28,19,79,1
2012,10.0,59,9,87,1,46
2013,10.0,60,59,21,31,82
2014,10.0,54,79,41,86,80
2015,10.0,47,8,38,64,70
2016,10.0,64,76,74,24,66
2017,10.0,19,26,61,72,12
2018,10.0,25,64,97,84,62
2019,10.0,86,31,53,17,9
2020,10.0,38,13,88,23,59
2021,10.0,23,78,37,89,84
2022,10.0,41,96,63,34,52
2023,10.0,72,6,58,15,56
2024,10.0,48,24,93,50,72
2025,10.0,87,41,40,67,81
2026,10.0,29,31,52,2,42
2027,10.0,75,85,85,57,82
2028,10.0,2,97,3,22,49
2029,10.0,23,98,46,62,74
2030,10.0,59,92,11,15,68
2031,10.0,68,20,67,94,43
2032,10.0,22,46,83,92,38
2033,10.0,24,79,2,79,42
2034,10.0,6,34,40,16,96
2035,10.0,82,80,5,8,1
2036,10.0,38,54,35,14,8
2037,10.0,37,32,32,74,4
2038,10.0,25,78,53,74,61
2039,10.0,2,15,38,78,1
2040,10.0,30,51,41,42,98
2041,10.0,58,80,33,66,21
2042,10.0,95,69,87,58,84
2043,10.0,22,38,49,96,29
2044,10.0,69,96,64,3,15
2045,10.0,44,91,46,19,93
2046,10.0,42,88,55,43,39
2047,10.0,64,46,1,63,60
2048,10.0,93,30,21,29,48
2049,10.0,94,33,31,4,91
2050,10.0,64,23,35,43,37
2051,10.0,94,98,17,88,32
2052,10.0,12,89,81,41,32
2053,10.0,15,15,83,98,57
2054,10.0,65,25,86,49,29
2055,10.0,2,19,60,89,75
2056,10.0,26,11,85,18,52
2057,10.0,11,38,28,83,64
2058,10.0,87,88,22,11,32
2059,10.0,58,14,37,52,96
2060,10.0,80,7,20,95,92
2061,10.0,52,25,13,85,14
2062,10.0,87,46,83,39,28
2063,10.0,42,4,1,72,97
2064,10.0,37,4,19,80,5
2065,10.0,42,64,84,11,39
2066,10.0,31,59,51,75,19
2067,10.0,95,89,12,56,48
2068,10.0,50,53,86,46,94
2069,10.0,26,90,37,22,35
2070,10.0,17,62,43,1,42
2071,10.0,82,83,80,50,70
2072,10.0,32,41,16,52,17
2073,10.0,82,20,88,68,92
2074,10.0,29,10,62,77,65
2075,10.0,8,87,77,81,46
2076,10.0,54,26,62,22,18
2077,10.0,12,49,6,59,39
2078,10.0,23,45,83,49,51
2079,10.0,43,7,61,93,47
2080,10.0,15,91,20,91,31
2081,10.0,17,5,69,71,80
2082,10.0,88,95,50,6,43
2083,10.0,73,19,3,70,83
2084,10.0,26,95,55,25,33
2085,10.0,81,73,86,6,1
2086,10.0,48,55,43,8,25
2087,10.0,52,26,69,35,24
2088,10.0,90,42,64,29,63
2089,10.0,96,46,27,69,72
2090,10.0,1,81,20,37,19
2091,10.0,84,41,2,33,80
2092,10.0,84,58,91,1,19
2093,10.0,76,4,47,85,64
2094,10.0,15,18,73,20,77
2095,10.0,65,57,58,45,6
2096,10.0,24,92,86,53,96
2097,10.0,62,14,89,17,68
2098,10.0,44,47,81,47,41
2099,10.0,53,31,18,43,68
2100,10.0,78,76,15,95,4
2101,10.0,90,43,75,54,26
2102,10.0,87,69,32,69,22
2103,10.0,10,52,31,39,18
2104,10.0,69,24,45,79,61
2105,10.0,15,1,8,47,7
2106,10.0,15,75,86,50,59
2107,10.0,81,14,7,88,94
2108,10.0,63,51,66,38,23
2109,10.0,8,43,18,31,78
2110,10.0,27,11,18,41,74
2111,10.0,10,42,49,46,91
2112,10.0,32,75,35,3,33
2113,10.0,62,79,25,70,23
2114,10.0,64,70,34,75,12
2115,10.0,55,84,38,22,39
2116,10.0,33,86,27,87,71
2117,10.0,10,15,75,75,84
2118,10.0,60,89,56,61,52
2119,10.0,53,70,48,77,48
2120,10.0,41,38,11,32,52
2121,10.0,76,58,69,82,21
2122,10.0,41,37,94,13,33
2123,10.0,52,4,70,61,27
2124,10.0,2,87,67,60,21
2125,10.0,74,33,85,3,42
2126,10.0,26,18,85,68,25
2127,10.0,81,94,94,56,92
2128,10.0,53,14,26,83,87
2129,10.0,31,48,27,70,50
2130,10.0,60,80,87,88,36
2131,10.0,80,82,97,22,10
2132,10.0,2,33,78,20,26
2133,10.0,54,89,91,44,94
2134,10.0,42,75,8,8,75
2135,10.0,13,40,73,79,45
2136,10.0,70,36,49,28,37
2137,10.0,11,72,15,83,13
2138,10.0,17,91,16,11,52
2139,10.0,20,10,6,80,87
2140,10.0,25,83,75,5,70
2141,10.0,30,2,74,3,57
2142,10.0,80,96,40,21,70
2143,10.0,60,50,61,76,79
2144,10.0,96,20,78,69,95
2145,10.0,70,82,13,98,4
2146,10.0,46,58,96,81,91
2147,10.0,16,30,7,58,48
2148,10.0,64,98,21,60,62
2149,10.0,23,79,42,56,42
2150,10.0,23,98,25,76,80
2151,10.0,95,51,63,30,52
2152,10.0,85,7,75,45,59
2153,10.0,89,72,17,87,55
2154,10.0,15,48,1,70,87
2155,10.0,85,82,14,91,31
2156,10.0,37,70,23,94,85
2157,10.0,45,50,38,86,86
2158,10.0,73,72,66,27,56
2159,10.0,85,81,65,77,20
2160,10.0,2,51,76,7,62
2161,10.0,86,76,61,25,58
2162,10.0,89,2,59,80,19
2163,10.0,11,61,9,34,36
2164,10.0,37,49,8,97,56
2165,10.0,35,61,96,94,83
2166,10.0,33,40,42,4,72
2167,10.0,42,29,91,90,43
2168,10.0,78,54,26,15,25
2169,10.0,10,98,72,33,25
2170,10.0,42,73,67,81,97
2171,10.0,67,89,12,40,34
2172,10.0,93,29,33,59,12
2173,10.0,62,57,55,78,18
2174,10.0,90,58,32,57,91
2175,10.0,60,18,94,89,75
2176,10.0,77,25,51,97,5
2177,10.0,5,86,8,51,67
2178,10.0,80,31,23,5,42
2179,10.0,14,59,61,36,8
2180,10.0,9,86,77,14,29
2181,10.0,70,52,91,70,58
2182,10.0,94,97,25,92,24
2183,10.0,80,22,83,79,86
2184,10.0,63,59,84,8,14
2185,10.0,42,81,81,89,95
2186,10.0,28,25,54,70,73
2187,10.0,37,74,77,3,62
2188,10.0,58,16,12,93,82
2189,10.0,30,93,31,25,72
2190,10.0,85,78,90,38,81
2191,10.0,21,27,82,47,79
2192,10.0,98,72,3,30,82
2193,10.0,67,60,59,63,73
2194,10.0,82,90,32,64,96
2195,10.0,66,47,68,35,79
2196,10.0,55,65,49,56,93
2197,10.0,78,4,8,19,9
2198,10.0,44,74,66,15,25
2199,10.0,20,20,33,61,95
2200,10.0,95,68,90,60,32
2201,10.0,12,12,95,87,61
2202,10.0,45,44,19,1,2
2203,10.0,75,98,81,74,63
2204,10.0,50,84,95,73,28
2205,10.0,96,85,71,72,6
2206,10.0,31,53,75,10,51
2207,10.0,46,55,24,95,56
2208,10.0,91,44,9,2,81
2209,10.0,62,73,52,31,72
2210,10.0,66,22,70,96,11
2211,10.0,63,12,19,17,5
2212,10.0,83,77,36,73,26
2213,10.0,33,12,17,86,53
2214,10.0,93,9,5,78,93
2215,10.0,68,54,72,44,33
2216,10.0,75,92,2,5,89
2217,10.0,7,59,77,9,84
2218,10.0,50,59,7,12,54
2219,10.0,90,50,71,98,21
2220,10.0,38,95,93,60,93
2221,10.0,27,86,83,33,65
2222,10.0,88,83,16,11,26
2223,10.0,90,34,20,55,98
2224,10.0,39,88,62,37,56
2225,10.0,96,60,46,10,27
2226,10.0,73,35,24,67,2
2227,10.0,8,51,33,49,97
2228,10.0,51,96,39,13,77
2229,10.0,49,91,44,6,92
2230,10.0,1,79,36,27,5
2231,10.0,91,48,78,41,59
2232,10.0,20,67,60,30,87
2233,10.0,68,51,43,54,60
2234,10.0,54,29,26,74,75
2235,10.0,34,54,81,31,41
2236,10.0,73,8,87,64,44
2237,10.0,83,42,26,39,98
2238,10.0,86,40,63,61,43
2239,10.0,46,88,20,2,48
2240,10.0,19,54,73,70,90
2241,10.0,44,90,91,67,92
2242,10.0,77,19,81,29,93
2243,10.0,67,44,28,62,72
2244,10.0,12,15,22,60,93
2245,10.0,87,82,61,17,13
2246,10.0,35,83,45,55,82
2247,10.0,26,50,61,59,41
2248,10.0,48,32,40,89,72
2249,10.0,21,92,83,27,51
2250,10.0,22,67,15,93,6
2251,10.0,19,57,96,70,72
2252,10.0,68,40,59,65,82
2253,10.0,2,55,75,62,79
2254,10.0,4,13,97,7,89
2255,10.0,37,77,71,76,48
2256,10.0,26,14,37,62,59
2257,10.0,24,85,43,35,97
2258,10.0,59,46,39,81,43
2259,10.0,95,4,10,56,3
2260,10.0,14,73,57,90,55
2261,10.0,4,71,32,96,9
2262,10.0,38,47,77,95,43
2263,10.0,39,48,14,67,38
2264,10.0,46,2,88,4,35
2265,10.0,10,87,22,14,85
2266,10.0,10,70,52,89,5
2267,10.0,70,78,8,26,39
2268,10.0,57,14,29,69,38
2269,10.0,31,72,35,90,76
2270,10.0,5,33,83,73,44
2271,10.0,14,1,42,41,28
2272,10.0,9,68,77,80,34
2273,10.0,95,47,82,35,60
2274,10.0,22,49,21,37,57
2275,10.0,54,60,18,35,81
2276,10.0,1,45,70,96,77
2277,10.0,24,70,10,42,9
2278,10.0,65,46,40,98,84
2279,10.0,93,52,61,11,46
2280,10.0,11,94,40,40,18
2281,10.0,49,18,34,13,16
2282,10.0,13,75,93,82,52
2283,10.0,19,69,58,57,10
2284,10.0,62,82,19,63,52
2285,10.0,33,98,80,78,41
2286,10.0,58,79,67,52,82
2287,10.0,9,7,86,43,86
2288,10.0,78,67,39,66,67
2289,10.0,26,17,45,48,71
2290,10.0,95,58,61,59,30
2291,10.0,65,96,39,8,54
2292,10.0,32,2,77,57,76
2293,10.0,47,88,22,76,15
2294,10.0,81,87,48,1,84
2295,10.0,29,11,13,48,22
2296,10.0,27,43,15,8,23
2297,10.0,29,93,64,63,60
2298,10.0,98,91,13,22,50
2299,10.0,76,44,20,84,35
2300,10.0,26,54,51,18,23
2301,10.0,73,79,6,48,76
2302,10.0,75,91,3,45,76
2303,10.0,63,95,51,48,35
2304,10.0,13,94,47,41,29
2305,10.0,69,15,18,84,45
2306,10.0,40,34,57,46,49
2307,10.0,94,22,90,94,84
2308,10.0,13,64,12,28,64
2309,10.0,94,79,40,28,16
2310,10.0,60,45,51,31,53
2311,10.0,19,47,31,7,73
2312,10.0,61,72,87,14,50
2313,10.0,71,41,66,67,91
2314,10.0,18,24,78,37,13
2315,10.0,79,16,79,23,54
2316,10.0,47,50,78,30,79
2317,10.0,71,44,88,37,63
2318,10.0,11,20,21,88,16
2319,10.0,7,64,58,70,23
2320,10.0,81,52,75,83,49
2321,10.0,66,4,35,7,1
2322,10.0,20,30,18,70,98
2323,10.0,41,49,25,42,66
2324,10.0,42,41,60,25,76
2325,10.0,10,22,60,2,62
2326,10.0,43,94,78,83,93
2327,10.0,56,35,20,73,2
2328,10.0,61,84,72,58,51
2329,10.0,71,27,20,95,78
2330,10.0,69,14,39,52,27
2331,10.0,15,81,5,36,25
2332,10.0,57,9,90,21,78
2333,10.0,61,93,38,98,1
2334,10.0,28,79,97,16,2
2335,10.0,57,88,1,14,93
2336,10.0,17,76,36,20,68
2337,10.0,14,42,53,45,93
2338,10.0,85,11,67,19,52
2339,10.0,19,48,43,75,23
2340,10.0,42,3,16,28,58
2341,10.0,4,66,6,35,20
2342,10.0,31,50,54,80,7
2343,10.0,11,35,72,23,51
2344,10.0,37,84,55,47,32
2345,10.0,46,19,71,38,82
2346,10.0,89,22,37,14,43
2347,10.0,68,8,54,18,7
2348,10.0,60,42,93,98,49
2349,10.0,20,76,12,41,41
2350,10.0,51,70,92,54,28
2351,10.0,89,4,46,26,96
2352,10.0,34,14,20,52,7
2353,10.0,41,5,36,18,98
2354,10.0,95,81,42,30,25
2355,10.0,94,43,63,61,30
2356,10.0,13,77,75,5,14
2357,10.0,42,70,89,48,52
2358,10.0,50,89,63,92,29
2359,10.0,36,3,92,81,59
2360,10.0,83,74,60,57,29
2361,10.0,41,93,20,20,51
2362,10.0,29,82,33,92,80
2363,10.0,75,25,63,52,54
2364,10.0,11,10,92,81,7
2365,10.0,65,92,98,26,6
2366,10.0,95,30,62,67,54
2367,10.0,32,52,9,33,82
2368,10.0,61,19,23,84,16
2369,10.0,57,6,86,8,20
2370,10.0,24,27,64,92,89
2371,10.0,90,28,47,7,93
2372,10.0,73,66,53,12,97
2373,10.0,76,86,26,60,71
2374,10.0,11,26,20,94,80
2375,10.0,14,92,74,27,16
2376,10.0,58,97,36,78,47
2377,10.0,71,85,21,76,74
2378,10.0,58,91,25,97,68
2379,10.0,88,57,29,6,93
2380,10.0,42,58,46,20,23
2381,10.0,68,33,26,8,79
2382,10.0,33,26,49,14,69
2383,10.0,22,14,26,26,81
2384,10.0,67,79,17,41,23
2385,10.0,2,29,22,75,64
2386,10.0,40,83,51,72,3
2387,10.0,60,97,81,90,44
2388,10.0,15,29,15,20,41
2389,10.0,56,44,61,89,50
2390,10.0,3,51,39,56,29
2391,10.0,88,59,33,81,93
2392,10.0,57,81,79,14,20
2393,10.0,8,72,1,5,85
2394,10.0,4,56,93,79,37
2395,10.0,89,53,17,57,47
2396,10.0,49,7,29,68,20
2397,10.0,7,96,67,30,83
2398,10.0,4,53,24,66,74
2399,10.0,11,36,21,92,86
2400,10.0,59,19,52,90,67
2401,10.0,48,42,32,97,70
2402,10.0,22,88,68,28,87
2403,10.0,2,66,83,94,26
2404,10.0,70,98,64,72,86
2405,10.0,97,26,60,95,79
2406,10.0,31,87,29,29,12
2407,10.0,77,95,35,97,77
2408,10.0,95,51,80,51,84
2409,10.0,32,36,62,88,33
2410,10.0,35,51,51,76,24
2411,10.0,90,66,50,92,4
2412,10.0,92,60,92,40,73
2413,10.0,85,54,29,53,45
2414,10.0,42,79,38,51,76
2415,10.0,24,37,47,15,59
2416,10.0,89,13,74,38,40
2417,10.0,13,72,14,5,61
2418,10.0,53,59,63,15,95
2419,10.0,15,55,1,21,36
2420,10.0,2,20,48,30,91
2421,10.0,6,14,45,81,53
2422,10.0,80,37,88,78,41
2423,10.0,65,53,64,7,46
2424,10.0,57,39,14,3,34
2425,10.0,23,60,45,66,91
2426,10.0,19,5,58,36,48
2427,10.0,32,32,46,67,17
2428,10.0,22,23,86,93,6
2429,10.0,83,24,88,24,11
2430,10.0,65,21,34,76,44
2431,10.0,60,85,6,85,44
2432,10.0,74,85,31,33,81
2433,10.0,33,24,56,89,34
2434,10.0,88,77,12,83,57
2435,10.0,66,96,54,48,60
2436,10.0,84,69,57,48,68
2437,10.0,77,41,64,50,74
2438,10.0,21,20,66,81,3
2439,10.0,72,29,33,40,30
2440,10.0,77,86,54,52,26
2441,10.0,58,10,81,86,83
2442,10.0,85,16,79,21,81
2443,10.0,50,68,49,3,86
2444,10.0,53,5,54,16,16
2445,10.0,30,76,9,42,95
2446,10.0,11,76,41,43,47
2447,10.0,95,28,47,12,19
2448,10.0,29,98,91,54,59
2449,10.0,26,82,3,64,85
2450,10.0,66,91,35,2,51
2451,10.0,91,55,6,31,78
2452,10.0,71,4,69,3,68
2453,10.0,55,75,15,95,38
2454,10.0,68,6,32,16,93
2455,10.0,56,95,24,89,10
2456,10.0,71,23,1,16,98
2457,10.0,97,69,87,86,87
2458,10.0,83,85,50,77,52
2459,10.0,44,55,91,71,41
2460,10.0,93,79,81,21,33
2461,10.0,37,20,51,96,63
2462,10.0,79,66,13,86,98
2463,10.0,74,95,87,38,82
2464,10.0,1,51,33,91,34
2465,10.0,51,44,91,38,57
2466,10.0,60,76,30,25,32
2467,10.0,93,11,93,69,18
2468,10.0,5,5,41,90,85
2469,10.0,33,70,44,39,9
2470,10.0,58,80,48,24,26
2471,10.0,29,88,38,85,81
2472,10.0,68,38,15,4,93
2473,10.0,67,23,70,71,45
2474,10.0,77,25,6,66,81
2475,10.0,35,93,33,90,70
2476,10.0,5,24,52,12,57
2477,10.0,2,38,32,57,64
2478,10.0,25,13,52,59,22
2479,10.0,84,89,51,62,11
2480,10.0,89,39,43,36,29
2481,10.0,25,67,25,19,62
2482,10.0,77,80,45,62,82
2483,10.0,91,31,65,69,50
2484,10.0,36,65,91,94,57
2485,10.0,15,3,47,57,64
2486,10.0,26,98,35,16,21
2487,10.0,12,16,19,17,81
2488,10.0,45,57,4,19,62
2489,10.0,1,82,3,88,12
2490,10.0,66,97,98,22,27
2491,10.0,6,54,9,60,54
2492,10.0,65,83,81,18,17
2493,10.0,84,4,46,83,57
2494,10.0,19,25,42,32,7
2495,10.0,48,62,90,96,10
2496,10.0,96,11,64,2,16
2497,10.0,15,66,67,74,76
2498,10.0,46,4,2,19,58
2499,10.0,47,45,88,40,46
2500,10.0,72,19,30,8,24
2501,10.0,60,36,21,46,61
2502,10.0,95,39,3,40,17
2503,10.0,42,8,35,3,52
2504,10.0,1,28,41,41,71
2505,10.0,4,64,22,91,23
2506,10.0,70,88,84,12,36
2507,10.0,95,97,59,40,88
2508,10.0,64,72,88,85,55
2509,10.0,96,5,36,92,25
2510,10.0,7,13,78,68,16
2511,10.0,42,57,20,10,68
2512,10.0,36,61,60,70,92
2513,10.0,72,50,45,28,15
2514,10.0,37,37,58,24,60
2515,10.0,7,41,17,10,60
2516,10.0,86,43,98,27,12
2517,10.0,78,29,53,14,83
2518,10.0,16,88,44,24,49
2519,10.0,26,93,94,59,7
2520,10.0,26,27,35,25,16
2521,10.0,70,87,26,21,18
2522,10.0,36,67,54,67,82
2523,10.0,51,88,49,49,38
2524,10.0,35,21,45,24,73
2525,10.0,82,69,97,53,98
2526,10.0,82,12,77,78,35
2527,10.0,85,86,16,88,4
2528,10.0,18,39,83,91,3
2529,10.0,56,4,4,18,79
2530,10.0,44,36,57,65,37
2531,10.0,98,53,75,88,54
2532,10.0,71,54,44,93,65
2533,10.0,31,92,2,39,79
2534,10.0,32,29,36,72,94
2535,10.0,35,35,51,73,63
2536,10.0,16,9,50,60,72
2537,10.0,25,49,30,74,88
2538,10.0,61,23,61,30,81
2539,10.0,48,2,19,57,7
2540,10.0,49,76,35,47,14
2541,10.0,83,17,59,13,17
2542,10.0,97,18,48,61,76
2543,10.0,33,41,31,73,26
2544,10.0,3,62,48,12,22
2545,10.0,48,23,69,73,44
2546,10.0,93,8,82,9,89
2547,10.0,12,31,28,31,57
2548,10.0,5,11,32,53,52
2549,10.0,65,51,90,78,56
2550,10.0,28,96,72,55,29
2551,10.0,62,76,93,75,33
2552,10.0,47,59,17,65,96
2553,10.0,64,90,46,24,8
2554,10.0,77,53,68,1,57
2555,10.0,49,53,17,96,4
2556,10.0,63,81,57,16,91
2557,10.0,46,31,98,20,46
2558,10.0,63,4,58,98,38
2559,10.0,34,29,25,91,78
2560,10.0,5,98,93,96,40
2561,10.0,68,22,20,2,16
2562,10.0,34,52,37,58,86
2563,10.0,75,86,73,63,89
2564,10.0,39,2,20,28,24
2565,10.0,57,66,96,54,50
2566,10.0,73,38,80,74,96
2567,10.0,2,7,93,47,53
2568,10.0,40,58,88,34,46
2569,10.0,70,27,75,68,61
2570,10.0,26,26,97,18,83
2571,10.0,36,90,58,2,9
2572,10.0,17,53,10,34,71
2573,10.0,2,54,7,74,91
2574,10.0,8,76,42,55,59
2575,10.0,81,68,25,8,35
2576,10.0,91,22,43,47,41
2577,10.0,55,75,85,79,51
2578,10.0,88,42,32,82,98
2579,10.0,26,45,89,30,48
2580,10.0,68,42,37,39,68
2581,10.0,18,16,81,77,59
2582,10.0,32,62,10,18,80
2583,10.0,79,78,63,21,38
2584,10.0,2,34,78,5,80
2585,10.0,22,20,92,67,10
2586,10.0,51,16,81,12,44
2587,10.0,69,82,11,75,39
2588,10.0,82,30,65,33,45
2589,10.0,98,82,60,40,78
2590,10.0,87,45,11,72,9
2591,10.0,12,94,91,1,26
2592,10.0,32,18,27,72,46
2593,10.0,52,20,23,70,31
2594,10.0,95,14,40,98,69
2595,10.0,95,83,88,7,38
2596,10.0,39,53,35,24,37
2597,10.0,94,93,41,42,68
2598,10.0,12,57,79,64,46
2599,10.0,50,7,42,9,97
2600,10.0,18,45,20,75,66
2601,10.0,85,68,84,9,67
2602,10.0,52,17,65,65,11
2603,10.0,41,97,39,3,26
2604,10.0,96,36,69,25,68
2605,10.0,51,27,43,36,14
2606,10.0,17,67,21,83,34
2607,10.0,42,66,90,19,95
2608,10.0,45,51,58,1,34
2609,10.0,3,17,73,29,52
2610,10.0,53,15,49,25,17
2611,10.0,23,52,98,92,87
2612,10.0,10,52,86,13,96
2613,10.0,86,75,56,16,45
2614,10.0,90,31,76,74,74
2615,10.0,14,58,39,43,84
2616,10.0,84,1,44,77,34
2617,10.0,47,75,9,10,32
2618,10.0,15,26,95,20,14
2619,10.0,3,29,69,39,59
2620,10.0,32,70,98,44,9
2621,10.0,36,22,56,15,56
2622,10.0,50,58,52,94,20
2623,10.0,34,48,10,28,15
2624,10.0,23,27,55,35,41
2625,10.0,46,37,75,97,96
2626,10.0,62,3,60,42,70
2627,10.0,27,36,84,70,55
2628,10.0,74,49,78,12,95
2629,10.0,52,37,16,30,82
2630,10.0,30,25,2,84,70
2631,10.0,82,62,13,54,1
2632,10.0,6,23,16,30,67
2633,10.0,37,50,37,27,2
2634,10.0,81,89,82,36,59
2635,10.0,44,82,49,30,23
2636,10.0,72,88,35,28,45
2637,10.0,51,68,64,98,41
2638,10.0,27,50,58,79,2
2639,10.0,25,39,26,35,76
2640,10.0,74,43,44,92,61
2641,10.0,33,14,86,90,9
2642,10.0,49,9,35,87,88
2643,10.0,27,32,62,71,27
2644,10.0,15,95,48,14,73
2645,10.0,65,46,53,27,31
2646,10.0,79,82,79,67,78
2647,10.0,48,86,27,36,97
2648,10.0,33,87,40,61,47
2649,10.0,14,90,6,78,30
2650,10.0,63,84,19,34,13
2651,10.0,8,57,18,74,80
2652,10.0,46,44,41,31,52
2653,10.0,78,36,27,42,56
2654,10.0,19,40,36,92,86
2655,10.0,36,11,46,59,85
2656,10.0,32,71,84,78,88
2657,10.0,46,57,71,58,36
2658,10.0,92,14,27,92,24
2659,10.0,57,16,3,52,26
2660,10.0,15,17,53,26,14
2661,10.0,40,83,13,92,21
2662,10.0,51,67,22,53,44
2663,10.0,36,93,92,40,45
2664,10.0,60,16,94,13,78
2665,10.0,88,23,2,80,14
2666,10.0,74,63,30,29,61
2667,10.0,82,96,14,43,18
2668,10.0,4,27,51,89,11
2669,10.0,34,36,60,87,27
2670,10.0,46,82,60,27,20
2671,10.0,60,57,21,8,50
2672,10.0,26,23,37,6,43
2673,10.0,72,83,66,61,69
2674,10.0,31,13,74,34,86
2675,10.0,8,4,9,96,97
2676,10.0,93,38,58,18,39
2677,10.0,2,37,44,53,50
2678,10.0,53,36,4,79,47
2679,10.0,55,15,14,33,16
2680,10.0,39,15,11,85,64
2681,10.0,36,7,3,75,69
2682,10.0,13,40,54,43,84
2683,10.0,90,44,55,49,29
2684,10.0,15,46,44,40,17
2685,10.0,96,5,21,87,83
2686,10.0,70,28,92,12,44
2687,10.0,95,49,92,73,33
2688,10.0,74,4,30,6,72
2689,10.0,29,79,5,36,49
2690,10.0,84,70,12,91,93
2691,10.0,21,96,80,54,61
2692,10.0,4,30,39,79,78
2693,10.0,55,27,53,1,89
2694,10.0,72,33,40,10,20
2695,10.0,86,43,19,24,78
2696,10.0,55,2,36,12,10
2697,10.0,8,67,81,38,5
2698,10.0,47,41,87,10,84
2699,10.0,23,68,35,86,21
2700,10.0,68,50,48,16,53
2701,10.0,55,6,69,73,81
2702,10.0,91,89,98,33,73
2703,10.0,15,40,60,32,38
2704,10.0,86,79,48,54,28
2705,10.0,32,6,70,11,43
2706,10.0,65,49,8,67,25
2707,10.0,70,6,95,20,89
2708,10.0,18,70,46,58,15
2709,10.0,31,36,3,12,44
2710,10.0,25,25,45,64,42
2711,10.0,72,86,34,24,28
2712,10.0,97,55,45,44,24
2713,10.0,93,27,96,18,64
2714,10.0,80,62,80,1,12
2715,10.0,29,92,61,59,72
2716,10.0,66,87,56,10,96
2717,10.0,72,90,48,14,3
2718,10.0,9,1,82,60,85
2719,10.0,2,9,24,22,2
2720,10.0,1,51,47,55,51
2721,10.0,20,73,8,42,41
2722,10.0,50,11,77,52,70
2723,10.0,8,10,17,84,2
2724,10.0,59,48,88,58,66
2725,10.0,97,1,63,27,41
2726,10.0,5,5,21,9,72
2727,10.0,5,26,67,15,90
2728,10.0,32,70,58,19,91
2729,10.0,59,82,8,58,36
2730,10.0,89,15,32,96,43
2731,10.0,89,91,45,93,84
2732,10.0,20,1,72,57,98
2733,10.0,93,60,79,21,15
2734,10.0,14,93,72,67,58
2735,10.0,6,35,20,43,86
2736,10.0,71,64,33,43,64
2737,10.0,91,37,21,11,38
2738,10.0,53,51,10,86,88
2739,10.0,38,86,43,31,31
2740,10.0,45,22,32,60,57
2741,10.0,96,19,54,16,95
2742,10.0,57,14,60,89,98
2743,10.0,50,98,71,77,70
2744,10.0,32,96,8,71,84
2745,10.0,26,40,36,7,39
2746,10.0,1,41,65,84,14
2747,10.0,98,20,25,83,24
2748,10.0,61,15,78,2,38
2749,10.0,37,41,90,78,51
2750,10.0,25,82,8,39,83
2751,10.0,1,26,46,9,4
2752,10.0,48,64,52,39,9
2753,10.0,2,51,93,70,90
2754,10.0,19,72,72,72,29
2755,10.0,80,74,87,69,50
2756,10.0,32,85,85,92,48
2757,10.0,4,91,97,52,15
2758,10.0,96,88,33,35,51
2759,10.0,82,55,70,82,39
2760,10.0,53,36,14,36,57
2761,10.0,2,94,36,59,95
2762,10.0,78,89,81,82,27
2763,10.0,55,60,88,31,77
2764,10.0,39,75,53,18,22
2765,10.0,68,53,5,28,3
2766,10.0,45,73,92,68,76
2767,10.0,72,74,32,71,37
2768,10.0,74,4,93,26,57
2769,10.0,28,38,7,32,23
2770,10.0,3,71,31,7,15
2771,10.0,64,17,9,22,53
2772,10.0,76,85,45,49,17
2773,10.0,88,32,73,1,39
2774,10.0,94,18,49,27,25
2775,10.0,63,34,44,63,96
2776,10.0,3,20,34,41,75
2777,10.0,77,82,61,52,37
2778,10.0,85,10,77,40,17
2779,10.0,4,42,95,33,25
2780,10.0,82,85,7,78,63
2781,10.0,7,40,9,29,52
2782,10.0,71,64,22,19,38
2783,10.0,59,7,92,78,1
2784,10.0,39,17,70,97,22
2785,10.0,86,29,96,68,50
2786,10.0,50,77,2,88,33
2787,10.0,69,49,41,31,89
2788,10.0,60,76,89,86,56
2789,10.0,55,97,87,24,57
2790,10.0,31,95,28,26,38
2791,10.0,70,69,73,45,72
2792,10.0,56,19,77,71,46
2793,10.0,81,85,11,34,53
2794,10.0,49,22,11,22,23
2795,10.0,11,96,97,57,74
2796,10.0,29,35,71,4,81
2797,10.0,17,56,31,83,27
2798,10.0,76,89,11,63,67
2799,10.0,51,75,40,74,89
2800,10.0,76,84,98,51,41
2801,10.0,98,16,64,23,92
2802,10.0,84,52,27,74,12
2803,10.0,93,28,21,63,87
2804,10.0,22,3,48,91,20
2805,10.0,10,98,88,17,43
2806,10.0,68,1,79,72,25
2807,10.0,66,42,13,25,95
2808,10.0,88,41,25,93,5
