,demand,p1,p2,p3,p4,p5
11129,10.0,24,2,12,70,49
11130,10.0,56,77,48,81,86
11131,10.0,72,35,84,35,51
11132,10.0,10,79,32,42,84
11133,10.0,83,8,7,4,72
11134,10.0,35,16,92,3,95
11135,10.0,85,6,8,45,9
11136,10.0,84,76,20,62,59
11137,10.0,38,13,49,77,52
11138,10.0,42,89,61,22,20
11139,10.0,85,58,4,47,45
11140,10.0,57,16,14,98,83
11141,10.0,46,66,94,61,12
11142,10.0,10,83,22,61,56
11143,10.0,69,65,46,9,56
11144,10.0,95,60,14,33,56
11145,10.0,27,83,17,75,4
11146,10.0,6,48,61,71,89
11147,10.0,78,34,23,44,9
11148,10.0,27,25,16,52,83
11149,10.0,60,83,31,76,14
11150,10.0,91,50,61,34,82
11151,10.0,32,72,51,60,16
11152,10.0,7,79,22,97,65
11153,10.0,26,60,36,72,91
11154,10.0,1,33,28,23,53
11155,10.0,85,39,32,70,7
11156,10.0,65,8,98,61,62
11157,10.0,77,61,55,11,61
11158,10.0,61,61,23,42,68
11159,10.0,62,9,9,32,89
11160,10.0,55,15,57,14,65
11161,10.0,54,86,80,44,65
11162,10.0,61,8,65,71,92
11163,10.0,25,1,52,37,29
11164,10.0,10,79,74,45,87
11165,10.0,90,3,78,30,52
11166,10.0,93,67,83,23,96
11167,10.0,78,27,69,54,51
11168,10.0,33,45,71,79,48
11169,10.0,31,96,27,63,75
11170,10.0,58,49,51,4,71
11171,10.0,13,50,28,87,32
11172,10.0,13,95,80,98,20
11173,10.0,25,98,88,89,63
11174,10.0,32,92,89,59,94
11175,10.0,32,78,67,15,26
11176,10.0,94,10,89,9,16
11177,10.0,83,11,66,36,36
11178,10.0,76,45,17,16,80
11179,10.0,93,78,75,30,1
11180,10.0,72,32,30,11,3
11181,10.0,40,88,10,2,23
11182,10.0,94,20,74,48,89
11183,10.0,21,70,12,80,40
11184,10.0,41,25,67,5,52
11185,10.0,6,25,43,82,43
11186,10.0,83,56,63,42,43
11187,10.0,36,27,60,37,90
11188,10.0,28,38,85,83,29
11189,10.0,80,84,43,78,36
11190,10.0,21,52,40,41,39
11191,10.0,96,67,13,56,74
11192,10.0,57,97,41,24,28
11193,10.0,41,42,39,30,61
11194,10.0,49,32,2,22,64
11195,10.0,53,59,32,44,85
11196,10.0,77,77,73,93,68
11197,10.0,28,13,28,40,92
11198,10.0,85,67,50,43,1
11199,10.0,84,2,90,6,79
11200,10.0,8,51,28,91,27
11201,10.0,22,14,17,76,28
11202,10.0,11,9,75,92,56
11203,10.0,63,58,85,40,68
11204,10.0,44,16,3,30,38
11205,10.0,45,31,72,32,32
11206,10.0,21,77,42,50,77
11207,10.0,68,74,18,33,62
11208,10.0,92,16,98,9,89
11209,10.0,54,67,28,21,31
11210,10.0,62,38,90,98,8
11211,10.0,50,58,90,64,77
11212,10.0,52,77,38,45,52
11213,10.0,10,4,49,55,35
11214,10.0,48,12,83,7,62
11215,10.0,52,18,37,13,24
11216,10.0,27,95,91,55,27
11217,10.0,32,84,44,97,89
11218,10.0,7,44,5,68,56
11219,10.0,48,16,51,90,60
11220,10.0,74,83,39,22,44
11221,10.0,44,48,33,17,88
11222,10.0,55,39,23,61,29
11223,10.0,48,45,17,71,45
11224,10.0,47,15,78,87,51
11225,10.0,95,47,66,30,25
11226,10.0,10,38,83,20,26
11227,10.0,10,71,20,93,19
11228,10.0,3,21,38,49,29
11229,10.0,43,53,50,17,70
11230,10.0,94,70,27,18,39
11231,10.0,82,61,40,31,78
11232,10.0,64,69,10,22,8
11233,10.0,37,3,78,4,30
11234,10.0,75,94,31,60,49
11235,10.0,95,85,34,58,94
11236,10.0,83,69,56,60,62
11237,10.0,80,24,79,34,94
11238,10.0,58,70,46,15,79
11239,10.0,82,45,80,23,92
11240,10.0,79,47,94,96,97
11241,10.0,21,37,27,95,59
11242,10.0,54,10,53,43,14
11243,10.0,16,11,33,47,26
11244,10.0,66,3,92,20,62
11245,10.0,69,54,35,79,28
11246,10.0,59,61,75,10,41
11247,10.0,11,36,62,71,77
11248,10.0,68,36,20,5,7
11249,10.0,33,21,29,2,65
11250,10.0,63,44,90,92,76
11251,10.0,78,67,8,83,27
11252,10.0,70,67,34,74,31
11253,10.0,49,31,53,31,98
11254,10.0,34,59,55,25,43
11255,10.0,10,83,85,62,54
11256,10.0,41,16,49,53,82
11257,10.0,7,26,22,76,77
11258,10.0,96,11,34,15,48
11259,10.0,31,7,8,95,81
11260,10.0,7,29,5,20,67
11261,10.0,88,54,73,44,20
11262,10.0,69,17,65,49,95
11263,10.0,25,96,25,33,73
11264,10.0,88,38,9,16,42
11265,10.0,47,15,95,35,64
11266,10.0,52,24,61,6,79
11267,10.0,52,73,94,30,52
11268,10.0,60,47,57,45,23
11269,10.0,14,96,38,5,49
11270,10.0,56,33,96,95,47
11271,10.0,38,9,26,65,11
11272,10.0,85,40,23,31,7
11273,10.0,88,26,58,6,40
11274,10.0,23,51,66,61,98
11275,10.0,15,96,4,26,5
11276,10.0,46,2,89,51,70
11277,10.0,28,17,32,6,74
11278,10.0,75,37,90,43,47
11279,10.0,80,10,79,83,82
11280,10.0,66,56,57,30,60
11281,10.0,73,6,62,44,65
11282,10.0,88,96,72,94,38
11283,10.0,21,59,15,31,12
11284,10.0,2,25,73,68,86
11285,10.0,83,85,54,26,53
11286,10.0,90,46,18,49,17
11287,10.0,58,85,1,91,69
11288,10.0,28,79,80,79,68
11289,10.0,8,89,6,10,60
11290,10.0,42,49,16,94,20
11291,10.0,56,10,56,44,88
11292,10.0,39,45,12,49,52
11293,10.0,34,73,42,35,40
11294,10.0,27,90,44,28,53
11295,10.0,23,47,81,12,71
11296,10.0,13,67,21,68,31
11297,10.0,34,93,84,69,8
11298,10.0,44,27,67,4,20
11299,10.0,11,81,34,4,84
11300,10.0,3,30,17,21,36
11301,10.0,20,81,59,14,80
11302,10.0,1,41,48,96,5
11303,10.0,57,62,57,87,40
11304,10.0,83,63,95,55,6
11305,10.0,14,96,54,49,76
11306,10.0,23,58,79,32,75
11307,10.0,76,85,50,52,21
11308,10.0,94,38,69,26,40
11309,10.0,74,79,98,18,43
11310,10.0,94,30,96,54,50
11311,10.0,46,74,71,44,97
11312,10.0,43,31,47,39,10
11313,10.0,78,2,48,64,31
11314,10.0,87,47,21,42,7
11315,10.0,46,65,35,22,16
11316,10.0,70,16,12,13,43
11317,10.0,67,39,92,94,84
11318,10.0,33,30,74,14,97
11319,10.0,44,86,58,80,59
11320,10.0,34,70,20,23,73
11321,10.0,11,29,44,77,45
11322,10.0,24,15,15,11,83
11323,10.0,45,26,39,37,81
11324,10.0,75,43,35,70,72
11325,10.0,68,90,59,48,76
11326,10.0,98,86,48,28,58
11327,10.0,14,17,41,83,47
11328,10.0,7,61,83,54,2
11329,10.0,27,14,26,60,42
11330,10.0,55,18,80,78,49
11331,10.0,78,47,95,78,17
11332,10.0,21,52,47,19,66
11333,10.0,52,81,80,96,76
11334,10.0,41,93,71,39,21
11335,10.0,51,9,78,79,3
11336,10.0,79,22,15,31,92
11337,10.0,5,59,36,16,88
11338,10.0,25,17,5,92,49
11339,10.0,16,9,22,80,55
11340,10.0,69,9,28,18,89
11341,10.0,51,91,6,77,78
11342,10.0,35,96,66,76,28
11343,10.0,39,60,45,13,96
11344,10.0,97,80,48,12,13
11345,10.0,74,33,25,93,16
11346,10.0,41,34,48,89,51
11347,10.0,35,16,87,28,78
11348,10.0,35,55,31,34,16
11349,10.0,91,15,64,83,44
11350,10.0,6,56,45,72,18
11351,10.0,78,92,72,47,61
11352,10.0,47,89,64,86,53
11353,10.0,68,68,65,75,23
11354,10.0,17,20,84,32,28
11355,10.0,89,20,49,13,92
11356,10.0,86,34,72,75,30
11357,10.0,31,62,50,84,14
11358,10.0,31,29,84,65,61
11359,10.0,17,17,49,84,27
11360,10.0,51,36,76,60,59
11361,10.0,15,4,4,51,54
11362,10.0,4,4,64,37,48
11363,10.0,57,43,32,4,90
11364,10.0,27,18,44,11,13
11365,10.0,44,63,75,26,89
11366,10.0,18,73,49,82,90
11367,10.0,85,69,2,71,16
11368,10.0,59,26,23,13,87
11369,10.0,18,98,48,80,68
11370,10.0,34,67,40,40,92
11371,10.0,20,46,35,53,29
11372,10.0,24,92,3,64,63
11373,10.0,79,83,89,58,76
11374,10.0,48,23,40,59,64
11375,10.0,41,66,25,82,62
11376,10.0,87,28,78,29,22
11377,10.0,30,26,84,53,13
11378,10.0,4,81,48,57,80
11379,10.0,15,85,74,16,16
11380,10.0,49,45,53,37,67
11381,10.0,50,88,10,81,62
11382,10.0,7,28,41,98,47
11383,10.0,13,54,50,65,42
11384,10.0,72,78,18,84,24
11385,10.0,70,27,30,26,92
11386,10.0,89,94,48,30,12
11387,10.0,60,91,86,76,30
11388,10.0,91,48,10,88,42
11389,10.0,34,54,44,10,48
11390,10.0,8,24,85,84,9
11391,10.0,50,14,50,25,86
11392,10.0,78,35,25,42,83
11393,10.0,61,98,78,7,66
11394,10.0,53,2,72,48,3
11395,10.0,15,79,47,49,89
11396,10.0,50,9,16,92,90
11397,10.0,13,66,82,42,87
11398,10.0,21,26,73,39,15
11399,10.0,97,74,46,13,89
11400,10.0,7,20,4,29,72
11401,10.0,70,80,77,52,45
11402,10.0,59,98,9,89,16
11403,10.0,23,94,7,13,74
11404,10.0,62,31,41,24,66
11405,10.0,71,75,95,9,33
11406,10.0,96,65,74,76,72
11407,10.0,41,72,68,95,32
11408,10.0,1,62,28,47,89
11409,10.0,50,65,5,33,61
11410,10.0,81,37,40,93,57
11411,10.0,12,70,10,62,75
11412,10.0,66,29,71,58,7
11413,10.0,26,76,32,41,84
11414,10.0,4,16,42,81,97
11415,10.0,93,18,74,65,85
11416,10.0,25,2,22,79,67
11417,10.0,77,59,24,76,61
11418,10.0,16,92,90,14,93
11419,10.0,27,6,1,63,65
11420,10.0,68,4,87,8,7
11421,10.0,46,66,19,4,78
11422,10.0,2,47,70,33,78
11423,10.0,88,37,15,38,25
11424,10.0,13,15,95,53,7
11425,10.0,19,96,47,21,81
11426,10.0,37,46,91,57,54
11427,10.0,50,95,3,76,41
11428,10.0,23,83,69,23,23
11429,10.0,61,40,37,27,96
11430,10.0,9,81,5,33,19
11431,10.0,90,26,76,79,69
11432,10.0,5,97,35,37,62
11433,10.0,32,88,32,15,64
11434,10.0,49,25,48,68,37
11435,10.0,84,2,29,8,94
11436,10.0,42,12,50,17,77
11437,10.0,53,69,37,80,1
11438,10.0,9,70,13,72,83
11439,10.0,8,60,29,32,2
11440,10.0,60,5,8,88,60
11441,10.0,77,29,65,22,23
11442,10.0,21,48,83,68,46
11443,10.0,4,89,97,97,4
11444,10.0,37,58,55,52,46
11445,10.0,50,22,38,1,49
11446,10.0,37,90,81,90,19
11447,10.0,98,20,23,87,36
11448,10.0,80,47,57,34,89
11449,10.0,48,59,64,75,15
11450,10.0,1,69,87,33,36
11451,10.0,63,81,93,38,27
11452,10.0,44,12,78,59,25
11453,10.0,51,70,68,90,81
11454,10.0,44,49,6,85,78
11455,10.0,13,91,74,50,80
11456,10.0,6,34,70,45,53
11457,10.0,16,39,68,27,20
11458,10.0,85,77,51,16,29
11459,10.0,3,17,48,43,27
11460,10.0,75,62,46,66,86
11461,10.0,51,38,31,8,29
11462,10.0,24,47,81,47,70
11463,10.0,37,93,68,75,69
11464,10.0,9,34,79,83,18
11465,10.0,44,63,2,30,31
11466,10.0,1,33,66,71,70
11467,10.0,62,72,10,19,7
11468,10.0,31,73,11,66,78
11469,10.0,38,8,74,14,32
11470,10.0,45,62,44,29,70
11471,10.0,21,82,86,53,46
11472,10.0,56,94,62,18,66
11473,10.0,50,77,34,56,69
11474,10.0,41,80,61,13,62
11475,10.0,61,75,95,72,87
11476,10.0,61,31,2,33,19
11477,10.0,46,38,4,98,37
11478,10.0,91,90,40,20,41
11479,10.0,10,4,85,84,98
11480,10.0,60,67,41,58,52
11481,10.0,28,34,59,20,17
11482,10.0,16,47,79,86,47
11483,10.0,29,53,59,59,47
11484,10.0,13,85,56,53,41
11485,10.0,73,93,12,16,60
11486,10.0,29,7,22,93,90
11487,10.0,26,88,19,51,39
11488,10.0,86,22,53,36,29
11489,10.0,88,88,9,4,53
11490,10.0,4,69,94,28,88
11491,10.0,69,13,76,86,27
11492,10.0,15,57,66,87,32
11493,10.0,5,94,85,32,53
11494,10.0,86,76,33,41,52
11495,10.0,1,61,44,15,9
11496,10.0,20,56,58,78,56
11497,10.0,24,2,40,47,90
11498,10.0,56,95,59,35,39
11499,10.0,38,50,30,83,51
11500,10.0,69,89,76,14,24
11501,10.0,53,45,48,2,14
11502,10.0,24,4,39,77,75
11503,10.0,71,18,15,41,68
11504,10.0,31,60,49,66,86
11505,10.0,38,13,90,88,3
11506,10.0,8,68,97,13,34
11507,10.0,2,90,51,17,59
11508,10.0,1,47,3,41,81
11509,10.0,7,86,25,49,75
11510,10.0,24,40,17,44,95
11511,10.0,68,67,2,90,63
11512,10.0,51,74,97,89,96
11513,10.0,9,68,46,97,53
11514,10.0,79,93,33,60,4
11515,10.0,50,93,19,28,80
11516,10.0,20,55,30,86,53
11517,10.0,72,92,48,21,44
11518,10.0,62,85,52,78,55
11519,10.0,66,76,96,4,16
11520,10.0,5,61,98,22,29
11521,10.0,51,51,30,86,11
11522,10.0,29,33,92,69,76
11523,10.0,2,77,40,7,52
11524,10.0,1,86,10,89,33
11525,10.0,10,68,13,73,2
11526,10.0,51,79,90,10,85
11527,10.0,68,25,7,49,76
11528,10.0,13,29,64,15,31
11529,10.0,47,75,36,52,92
11530,10.0,89,30,91,9,91
11531,10.0,6,85,83,15,44
11532,10.0,44,98,80,29,51
11533,10.0,10,50,70,24,19
11534,10.0,28,6,3,20,29
11535,10.0,68,6,11,6,21
11536,10.0,50,70,16,15,14
11537,10.0,35,67,56,37,19
11538,10.0,70,97,95,33,58
11539,10.0,21,79,9,18,62
11540,10.0,44,35,18,17,65
11541,10.0,37,68,24,70,6
11542,10.0,72,11,31,20,57
11543,10.0,19,12,79,88,34
11544,10.0,96,92,69,33,61
11545,10.0,10,37,63,31,11
11546,10.0,23,37,92,40,43
11547,10.0,18,65,67,77,23
11548,10.0,93,28,31,74,10
11549,10.0,4,67,70,40,49
11550,10.0,22,35,23,20,32
11551,10.0,98,36,58,77,90
11552,10.0,68,2,53,51,60
11553,10.0,66,73,59,14,17
11554,10.0,51,49,31,96,21
11555,10.0,78,56,23,37,70
11556,10.0,22,33,36,56,38
11557,10.0,43,77,20,50,4
11558,10.0,89,45,1,97,87
11559,10.0,88,52,66,38,91
11560,10.0,40,32,30,66,35
11561,10.0,3,79,82,90,55
11562,10.0,66,32,4,94,40
11563,10.0,70,48,38,78,35
11564,10.0,41,31,9,43,91
11565,10.0,83,82,44,55,78
11566,10.0,72,97,46,61,64
11567,10.0,6,88,10,82,78
11568,10.0,78,6,88,48,88
11569,10.0,47,67,85,39,40
11570,10.0,75,46,76,33,5
11571,10.0,11,60,47,4,3
11572,10.0,53,70,70,69,54
11573,10.0,68,51,91,14,60
11574,10.0,27,97,38,15,81
11575,10.0,10,50,95,61,4
11576,10.0,76,30,22,82,80
11577,10.0,23,13,44,91,74
11578,10.0,88,24,20,88,2
11579,10.0,48,60,24,12,42
11580,10.0,16,39,23,6,18
11581,10.0,75,14,61,84,39
11582,10.0,11,57,37,53,65
11583,10.0,64,38,25,11,66
11584,10.0,72,23,59,4,26
11585,10.0,27,36,13,91,33
11586,10.0,8,9,11,26,49
11587,10.0,7,78,25,83,44
11588,10.0,47,38,79,10,27
11589,10.0,71,66,29,83,76
11590,10.0,86,85,97,89,25
11591,10.0,46,95,3,36,36
11592,10.0,21,10,77,45,1
11593,10.0,23,89,59,95,86
11594,10.0,69,14,45,40,7
11595,10.0,86,31,85,33,52
11596,10.0,51,67,9,87,60
11597,10.0,86,75,67,61,21
11598,10.0,62,71,9,15,79
11599,10.0,83,63,70,31,72
11600,10.0,94,63,41,71,35
11601,10.0,37,3,49,95,7
11602,10.0,87,3,33,90,92
11603,10.0,20,2,41,46,80
11604,10.0,34,40,2,79,13
11605,10.0,24,38,89,52,62
11606,10.0,79,17,30,7,74
11607,10.0,92,55,68,51,9
11608,10.0,81,47,73,76,89
11609,10.0,79,43,74,69,88
11610,10.0,52,13,71,96,14
11611,10.0,25,54,88,32,49
11612,10.0,4,33,44,21,65
11613,10.0,66,47,13,14,32
11614,10.0,60,89,31,2,35
11615,10.0,77,91,39,31,38
11616,10.0,97,6,46,94,27
11617,10.0,67,53,60,1,77
11618,10.0,5,72,88,18,73
11619,10.0,40,5,20,7,68
11620,10.0,51,47,48,68,92
11621,10.0,38,7,1,35,16
11622,10.0,37,89,32,73,51
11623,10.0,10,19,43,48,6
11624,10.0,78,1,17,11,9
11625,10.0,87,96,22,12,34
11626,10.0,50,26,17,85,69
11627,10.0,55,59,97,32,18
11628,10.0,50,35,25,96,80
11629,10.0,91,31,35,64,19
11630,10.0,28,68,93,92,82
11631,10.0,26,68,34,87,24
11632,10.0,13,45,37,83,95
11633,10.0,4,83,94,97,58
11634,10.0,55,54,44,72,68
11635,10.0,93,8,84,50,30
11636,10.0,18,87,80,63,51
11637,10.0,56,11,90,80,18
11638,10.0,12,55,29,41,63
11639,10.0,27,71,33,24,4
11640,10.0,83,22,50,25,65
11641,10.0,2,70,77,74,21
11642,10.0,15,1,53,34,73
11643,10.0,3,5,40,29,55
11644,10.0,32,14,51,5,8
11645,10.0,71,89,67,83,37
11646,10.0,24,9,27,63,59
11647,10.0,56,93,74,36,59
11648,10.0,75,40,53,30,45
11649,10.0,25,23,15,29,55
11650,10.0,36,24,27,36,57
11651,10.0,61,59,19,70,31
11652,10.0,37,32,12,41,74
11653,10.0,29,35,44,48,23
11654,10.0,82,44,13,80,43
11655,10.0,26,55,55,95,70
11656,10.0,30,23,90,37,95
11657,10.0,72,51,92,24,24
11658,10.0,40,31,63,12,41
11659,10.0,98,40,67,8,32
11660,10.0,73,6,61,85,42
11661,10.0,59,17,80,2,49
11662,10.0,26,6,23,96,22
11663,10.0,62,7,39,30,71
11664,10.0,88,23,89,51,61
11665,10.0,7,7,50,62,30
11666,10.0,13,68,65,87,68
11667,10.0,24,13,9,12,79
11668,10.0,52,16,32,31,87
11669,10.0,10,60,97,53,66
11670,10.0,24,62,23,14,64
11671,10.0,27,31,91,3,8
11672,10.0,78,3,58,38,50
11673,10.0,33,29,97,2,97
11674,10.0,31,22,63,85,51
11675,10.0,73,27,38,84,95
11676,10.0,17,35,86,5,67
11677,10.0,93,48,98,30,17
11678,10.0,9,12,73,82,96
11679,10.0,51,20,36,2,38
11680,10.0,25,32,26,22,49
11681,10.0,86,90,48,11,94
11682,10.0,66,10,82,50,73
11683,10.0,10,91,57,90,80
11684,10.0,42,35,63,88,19
11685,10.0,48,43,70,56,60
11686,10.0,92,92,39,85,82
11687,10.0,47,90,15,79,6
11688,10.0,87,49,87,93,15
11689,10.0,87,49,98,97,35
11690,10.0,2,12,70,38,28
11691,10.0,95,30,80,82,95
11692,10.0,71,61,33,18,14
11693,10.0,75,8,59,55,88
11694,10.0,75,54,87,71,25
11695,10.0,69,48,96,8,14
11696,10.0,13,92,35,9,77
11697,10.0,46,74,87,35,42
11698,10.0,57,40,11,76,51
11699,10.0,55,42,80,8,48
11700,10.0,4,1,81,44,11
11701,10.0,23,28,88,15,93
11702,10.0,52,66,90,98,12
11703,10.0,37,20,78,30,37
11704,10.0,48,64,2,91,85
11705,10.0,9,80,37,98,55
11706,10.0,58,78,13,46,1
11707,10.0,69,36,6,83,47
11708,10.0,77,21,65,73,39
11709,10.0,97,35,34,94,68
11710,10.0,14,47,75,98,22
11711,10.0,5,52,33,61,43
11712,10.0,80,31,30,89,16
11713,10.0,14,25,10,2,56
11714,10.0,46,5,50,35,79
11715,10.0,37,61,54,79,52
11716,10.0,31,79,47,46,83
11717,10.0,43,85,2,30,62
11718,10.0,75,95,68,81,77
11719,10.0,40,10,44,60,33
11720,10.0,78,28,8,48,89
11721,10.0,66,19,63,95,85
11722,10.0,49,13,54,58,30
11723,10.0,20,77,90,63,85
11724,10.0,89,50,13,83,16
11725,10.0,72,34,95,30,15
11726,10.0,80,62,90,81,25
11727,10.0,72,68,63,95,4
11728,10.0,65,63,81,28,5
11729,10.0,23,29,25,94,2
11730,10.0,98,27,2,47,51
11731,10.0,98,82,73,55,80
11732,10.0,20,35,78,28,56
11733,10.0,95,71,58,38,94
11734,10.0,92,44,8,79,16
11735,10.0,58,16,27,45,44
11736,10.0,60,82,6,60,78
11737,10.0,62,29,69,63,9
11738,10.0,51,90,98,91,45
11739,10.0,23,8,65,54,71
11740,10.0,11,19,85,16,53
11741,10.0,73,16,38,55,24
11742,10.0,56,79,26,4,25
11743,10.0,14,3,20,37,72
11744,10.0,20,95,4,83,66
11745,10.0,30,60,31,89,7
11746,10.0,65,80,77,22,48
11747,10.0,77,79,80,77,21
11748,10.0,58,97,50,47,40
11749,10.0,53,51,51,24,12
11750,10.0,20,70,95,58,64
11751,10.0,73,30,30,40,10
11752,10.0,5,55,67,20,53
11753,10.0,81,70,35,26,44
11754,10.0,24,14,39,71,14
11755,10.0,79,15,82,5,74
11756,10.0,46,20,34,7,28
11757,10.0,49,29,93,58,81
11758,10.0,25,70,86,45,38
11759,10.0,35,37,49,82,90
11760,10.0,61,57,82,53,48
11761,10.0,7,2,21,86,25
11762,10.0,6,8,82,18,21
11763,10.0,75,41,67,19,47
11764,10.0,78,14,43,11,27
11765,10.0,14,68,13,67,24
11766,10.0,78,60,35,97,16
11767,10.0,71,75,43,59,91
11768,10.0,2,19,87,87,80
11769,10.0,69,94,53,86,71
11770,10.0,8,51,56,89,41
11771,10.0,76,73,40,61,85
11772,10.0,43,28,20,17,72
11773,10.0,13,62,96,37,41
11774,10.0,33,6,25,89,94
11775,10.0,30,48,1,94,97
11776,10.0,96,28,65,89,4
11777,10.0,16,41,53,37,69
11778,10.0,7,73,94,66,68
11779,10.0,79,89,93,87,2
11780,10.0,85,18,91,60,20
11781,10.0,91,46,60,28,57
11782,10.0,51,95,81,80,32
11783,10.0,70,47,26,43,9
11784,10.0,83,63,23,37,21
11785,10.0,48,25,14,5,6
11786,10.0,96,58,76,85,86
11787,10.0,92,1,92,33,81
11788,10.0,69,46,45,78,95
11789,10.0,57,92,60,21,60
11790,10.0,33,38,10,74,10
11791,10.0,88,64,67,60,36
11792,10.0,52,46,97,16,34
11793,10.0,41,45,90,83,94
11794,10.0,21,6,19,47,85
11795,10.0,16,1,59,73,43
11796,10.0,48,62,70,34,36
11797,10.0,63,25,47,3,52
11798,10.0,56,96,97,90,41
11799,10.0,46,22,54,6,30
11800,10.0,70,53,6,36,40
11801,10.0,86,65,19,50,98
11802,10.0,61,17,20,37,42
11803,10.0,77,88,24,96,1
11804,10.0,67,50,20,27,23
11805,10.0,92,35,77,66,24
11806,10.0,53,20,60,88,24
11807,10.0,3,59,98,30,17
11808,10.0,76,56,58,65,9
11809,10.0,48,23,15,88,24
11810,10.0,7,22,67,47,76
11811,10.0,95,64,39,56,42
11812,10.0,31,87,27,72,11
11813,10.0,92,40,38,37,69
11814,10.0,81,92,22,98,77
11815,10.0,20,2,40,46,76
11816,10.0,81,78,42,22,86
11817,10.0,34,77,25,77,87
11818,10.0,13,5,22,90,73
11819,10.0,13,16,74,18,1
11820,10.0,73,14,60,35,48
11821,10.0,59,82,32,73,64
11822,10.0,73,37,62,14,46
11823,10.0,93,19,78,97,81
11824,10.0,24,39,43,61,84
11825,10.0,26,28,30,57,1
11826,10.0,59,52,46,34,59
11827,10.0,53,11,93,90,74
11828,10.0,39,91,84,72,39
11829,10.0,82,84,81,25,30
11830,10.0,39,29,39,14,96
11831,10.0,60,81,70,35,50
11832,10.0,83,60,72,89,81
11833,10.0,77,93,95,11,47
11834,10.0,76,5,56,96,35
11835,10.0,55,90,87,53,57
11836,10.0,35,25,71,90,23
11837,10.0,42,36,35,26,28
11838,10.0,4,63,68,61,31
11839,10.0,77,71,81,44,20
11840,10.0,69,48,32,43,19
11841,10.0,32,75,91,37,77
11842,10.0,95,64,29,46,33
11843,10.0,77,85,20,22,76
11844,10.0,74,62,78,87,3
11845,10.0,9,38,58,41,91
11846,10.0,84,49,31,96,28
11847,10.0,15,47,91,63,17
11848,10.0,9,72,53,70,54
11849,10.0,73,10,52,5,3
11850,10.0,62,9,52,89,63
11851,10.0,78,22,22,6,14
11852,10.0,2,8,22,33,25
11853,10.0,82,19,46,51,43
11854,10.0,72,56,10,39,45
11855,10.0,65,76,20,65,72
11856,10.0,21,34,64,62,10
11857,10.0,76,80,81,73,47
11858,10.0,82,65,70,85,63
11859,10.0,42,12,32,15,68
11860,10.0,22,27,24,66,2
11861,10.0,28,8,30,45,89
11862,10.0,44,14,60,8,38
11863,10.0,90,5,31,87,27
11864,10.0,4,39,43,26,60
11865,10.0,79,65,84,33,81
11866,10.0,61,58,49,94,35
11867,10.0,75,39,18,47,88
11868,10.0,96,75,19,39,2
11869,10.0,33,22,97,35,4
11870,10.0,18,49,40,35,80
11871,10.0,61,63,64,67,60
11872,10.0,58,94,62,46,67
11873,10.0,35,10,27,19,62
11874,10.0,59,20,48,22,88
11875,10.0,67,59,22,11,6
11876,10.0,70,65,27,75,10
11877,10.0,34,40,16,2,67
11878,10.0,32,35,69,24,81
11879,10.0,79,9,42,88,64
11880,10.0,82,27,89,73,52
11881,10.0,34,10,60,95,50
11882,10.0,65,29,50,5,80
11883,10.0,90,74,5,40,66
11884,10.0,17,86,84,14,9
11885,10.0,15,3,74,29,57
11886,10.0,28,39,31,65,83
11887,10.0,73,23,57,90,90
11888,10.0,21,75,87,28,28
11889,10.0,11,64,29,74,74
11890,10.0,58,34,19,28,84
11891,10.0,30,77,50,43,68
11892,10.0,74,1,44,92,11
11893,10.0,22,64,96,2,77
11894,10.0,20,97,39,44,21
11895,10.0,9,96,63,83,1
11896,10.0,32,88,91,33,42
11897,10.0,58,58,19,50,35
11898,10.0,65,20,3,51,87
11899,10.0,32,57,45,71,83
11900,10.0,46,23,90,58,92
11901,10.0,40,42,87,78,98
11902,10.0,87,31,87,49,19
11903,10.0,74,36,66,59,23
11904,10.0,31,24,7,10,63
11905,10.0,94,77,37,91,96
11906,10.0,37,59,81,48,38
11907,10.0,80,74,46,91,28
11908,10.0,85,49,96,83,97
11909,10.0,17,50,81,6,24
11910,10.0,30,70,85,27,77
11911,10.0,92,82,24,50,13
11912,10.0,14,41,1,70,70
11913,10.0,16,54,59,85,76
11914,10.0,62,56,94,50,92
11915,10.0,21,76,65,15,27
11916,10.0,54,42,66,33,78
11917,10.0,88,79,43,51,15
11918,10.0,25,45,95,46,5
11919,10.0,19,63,84,98,75
11920,10.0,22,27,93,57,98
11921,10.0,36,41,41,50,80
11922,10.0,71,76,80,41,87
11923,10.0,44,3,34,62,43
11924,10.0,98,62,31,94,42
11925,10.0,34,92,57,47,5
11926,10.0,81,65,75,80,82
11927,10.0,6,47,64,10,76
11928,10.0,50,77,6,63,83
11929,10.0,64,58,47,80,40
11930,10.0,63,69,80,93,27
11931,10.0,84,83,24,44,56
11932,10.0,49,34,13,54,64
11933,10.0,71,32,58,24,30
11934,10.0,57,81,61,25,95
11935,10.0,48,97,15,75,34
11936,10.0,42,46,62,26,44
11937,10.0,96,86,50,33,59
11938,10.0,49,1,98,49,68
11939,10.0,17,46,38,24,2
11940,10.0,31,98,24,88,44
11941,10.0,86,10,81,85,97
11942,10.0,44,29,25,92,22
11943,10.0,77,72,72,4,58
11944,10.0,47,11,70,47,91
11945,10.0,72,81,90,35,47
11946,10.0,1,63,9,53,41
11947,10.0,44,5,8,26,5
11948,10.0,21,96,69,84,91
11949,10.0,92,50,48,22,35
11950,10.0,30,65,10,7,1
