,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
5005,10.0,15,35,30,34,70,18,24,78,80,75
5006,10.0,23,79,50,77,8,55,21,1,14,10
5007,10.0,65,7,2,20,62,34,13,68,43,24
5008,10.0,26,53,35,79,7,25,81,8,30,91
5009,10.0,45,48,20,75,18,74,9,42,87,2
5010,10.0,47,63,4,19,20,63,47,70,6,28
5011,10.0,79,10,8,78,45,34,86,22,5,34
5012,10.0,97,83,48,52,98,88,77,76,20,81
5013,10.0,80,25,60,8,81,73,66,86,83,60
5014,10.0,95,45,45,32,95,63,74,91,7,26
5015,10.0,48,17,20,40,34,53,7,83,85,7
5016,10.0,72,6,96,2,11,77,10,29,8,80
5017,10.0,95,11,77,3,47,55,67,28,30,23
5018,10.0,69,24,34,15,13,1,54,41,13,36
5019,10.0,41,12,39,83,8,71,3,81,10,70
5020,10.0,49,33,94,18,71,31,95,8,1,37
5021,10.0,56,87,4,63,37,53,76,82,61,39
5022,10.0,24,40,18,69,23,63,1,49,44,12
5023,10.0,62,18,91,88,78,5,70,77,29,41
5024,10.0,96,13,92,23,77,5,74,14,55,15
5025,10.0,12,63,24,60,4,98,50,82,67,81
5026,10.0,35,23,68,53,42,47,5,50,70,48
5027,10.0,32,28,77,36,92,28,57,32,30,56
5028,10.0,44,5,44,80,89,70,20,29,49,59
5029,10.0,8,97,32,40,31,84,6,62,10,94
5030,10.0,69,65,74,63,1,17,93,39,46,57
5031,10.0,84,85,80,40,35,69,68,54,65,57
5032,10.0,84,25,21,24,66,5,43,82,55,96
5033,10.0,29,89,46,47,78,86,36,55,7,67
5034,10.0,15,8,33,88,17,45,40,59,39,49
5035,10.0,32,46,96,2,83,95,26,46,32,90
5036,10.0,94,46,59,78,34,98,60,26,41,43
5037,10.0,12,32,61,31,89,14,46,15,76,98
5038,10.0,33,31,45,73,51,14,86,64,77,25
5039,10.0,45,80,69,6,69,34,90,86,50,55
5040,10.0,58,33,19,5,94,30,72,32,62,53
5041,10.0,2,27,73,92,26,62,29,51,15,86
5042,10.0,18,22,24,67,54,16,15,86,85,15
5043,10.0,39,1,24,95,9,72,95,32,32,25
5044,10.0,12,95,3,43,26,70,87,44,34,9
5045,10.0,76,45,97,25,36,44,70,5,44,15
5046,10.0,7,37,24,94,53,5,11,47,53,2
5047,10.0,77,7,21,69,93,66,56,12,35,32
5048,10.0,20,76,9,43,55,97,90,47,22,63
5049,10.0,43,90,25,58,25,52,61,19,82,6
5050,10.0,45,45,50,43,68,78,80,43,38,68
5051,10.0,18,38,6,12,95,92,20,78,48,3
5052,10.0,76,9,75,66,51,21,93,56,96,77
5053,10.0,87,75,2,11,23,15,20,30,70,92
5054,10.0,1,25,89,36,94,54,16,46,62,9
5055,10.0,38,71,80,86,56,98,72,43,35,19
5056,10.0,85,13,46,88,39,4,75,41,69,6
5057,10.0,84,35,79,29,40,11,84,88,58,13
5058,10.0,69,39,14,83,94,43,39,59,72,65
5059,10.0,95,67,49,24,61,17,12,95,43,14
5060,10.0,3,54,11,9,25,87,30,78,57,84
5061,10.0,93,46,15,27,81,13,20,88,82,46
5062,10.0,88,98,37,28,31,31,73,68,22,47
5063,10.0,98,67,87,91,33,52,10,47,31,63
5064,10.0,67,40,48,43,6,34,90,64,88,9
5065,10.0,86,89,38,5,39,67,45,28,73,37
5066,10.0,31,58,26,61,72,38,65,42,73,30
5067,10.0,89,98,2,21,87,19,48,10,54,68
5068,10.0,81,3,47,16,60,34,4,32,88,59
5069,10.0,84,82,58,53,18,53,71,71,43,47
5070,10.0,49,43,85,6,12,38,58,84,74,48
5071,10.0,53,26,86,42,44,86,74,42,11,92
5072,10.0,51,96,59,60,42,8,13,37,81,35
5073,10.0,44,8,59,2,68,80,18,78,62,37
5074,10.0,80,65,43,1,78,4,37,13,61,21
5075,10.0,96,72,14,17,16,79,52,60,42,1
5076,10.0,98,4,16,59,17,7,30,24,79,5
5077,10.0,48,29,45,68,49,1,81,87,72,76
5078,10.0,98,89,10,82,37,45,17,54,25,34
5079,10.0,38,62,20,25,61,6,42,57,80,60
5080,10.0,51,31,25,79,11,39,38,72,39,14
5081,10.0,58,66,84,4,37,19,30,42,5,32
5082,10.0,34,72,68,71,88,62,29,3,3,47
5083,10.0,29,83,43,1,91,47,73,66,13,70
5084,10.0,23,39,48,69,56,13,37,82,68,87
5085,10.0,13,85,85,13,97,74,88,3,40,66
5086,10.0,49,75,46,60,57,14,97,37,75,87
5087,10.0,3,43,59,45,73,16,94,87,42,36
5088,10.0,33,15,53,26,52,43,67,75,81,55
5089,10.0,59,81,27,34,37,98,1,52,45,2
5090,10.0,52,67,22,69,45,9,9,71,45,12
5091,10.0,76,91,37,56,35,38,71,9,2,15
5092,10.0,87,78,69,81,73,23,95,71,64,34
5093,10.0,3,50,83,87,72,49,50,45,93,18
5094,10.0,6,18,94,15,88,41,47,65,90,72
5095,10.0,84,57,46,94,1,4,32,93,85,40
5096,10.0,20,37,15,46,13,96,6,72,1,68
5097,10.0,66,92,75,72,9,23,25,97,20,14
5098,10.0,38,97,98,46,36,20,88,28,95,68
5099,10.0,88,50,8,63,7,25,65,9,37,5
5100,10.0,44,10,77,91,19,3,45,45,57,40
5101,10.0,72,57,11,78,82,28,19,59,54,52
5102,10.0,10,68,2,20,37,10,97,22,93,47
5103,10.0,30,64,36,15,67,27,3,10,66,35
5104,10.0,28,93,50,56,15,61,40,65,7,46
5105,10.0,34,61,5,98,92,94,41,73,44,64
5106,10.0,27,3,9,28,87,22,51,45,68,8
5107,10.0,63,20,2,86,11,87,94,20,13,68
5108,10.0,17,11,72,75,84,28,18,14,95,10
5109,10.0,96,78,50,72,6,44,32,9,80,80
5110,10.0,75,17,56,50,16,8,66,32,18,52
5111,10.0,78,63,65,32,88,10,74,32,84,64
5112,10.0,44,23,4,79,50,8,61,89,62,50
5113,10.0,10,43,56,56,1,70,85,8,11,44
5114,10.0,23,70,97,49,59,77,66,84,74,59
5115,10.0,32,13,2,53,57,71,74,42,89,78
5116,10.0,32,62,9,36,48,5,43,62,96,45
5117,10.0,72,21,72,95,40,45,50,54,62,34
5118,10.0,79,27,43,51,14,88,10,25,69,84
5119,10.0,35,87,40,25,36,46,50,82,87,88
5120,10.0,13,70,40,63,2,39,6,7,58,97
5121,10.0,26,62,63,43,93,60,91,74,94,16
5122,10.0,22,25,26,53,65,98,76,40,98,74
5123,10.0,75,32,73,86,48,47,87,72,14,68
5124,10.0,93,69,64,8,45,71,33,43,22,54
5125,10.0,54,17,89,79,25,91,2,88,70,6
5126,10.0,45,18,62,47,42,33,24,83,43,9
5127,10.0,95,22,78,30,31,46,21,80,33,27
5128,10.0,39,42,70,31,24,69,86,2,35,52
5129,10.0,1,9,78,44,31,19,21,4,65,92
5130,10.0,11,49,73,92,19,48,97,49,78,52
5131,10.0,92,51,67,30,12,14,35,45,56,71
5132,10.0,50,59,86,25,26,7,3,43,27,12
5133,10.0,93,27,2,50,41,56,93,67,74,58
5134,10.0,14,2,74,11,51,18,28,49,20,72
5135,10.0,33,55,11,1,19,18,48,47,67,34
5136,10.0,73,67,13,89,23,16,51,77,64,77
5137,10.0,78,53,48,69,86,93,6,85,5,34
5138,10.0,18,51,53,10,24,11,96,75,33,98
5139,10.0,33,86,38,43,63,51,67,79,47,14
5140,10.0,51,2,74,69,98,17,23,14,17,8
5141,10.0,38,73,80,36,21,1,64,53,39,91
5142,10.0,26,67,79,80,26,71,66,29,38,43
5143,10.0,80,19,46,58,70,39,33,17,74,94
5144,10.0,80,94,69,52,31,6,30,10,14,64
5145,10.0,57,97,9,78,37,56,58,54,24,7
5146,10.0,64,9,32,19,42,35,64,19,1,32
5147,10.0,40,68,95,61,93,50,65,51,94,34
5148,10.0,36,54,53,22,87,21,60,32,20,54
5149,10.0,29,7,40,10,12,38,5,82,6,69
5150,10.0,97,36,73,3,90,69,78,36,29,82
5151,10.0,39,20,87,38,58,33,15,45,70,70
5152,10.0,29,48,41,25,87,62,24,19,5,40
5153,10.0,55,4,86,42,46,11,83,66,77,3
5154,10.0,90,66,8,70,94,60,70,83,2,6
5155,10.0,38,46,49,45,82,19,98,29,87,31
5156,10.0,41,41,47,92,79,51,83,31,97,48
5157,10.0,2,6,10,34,76,23,53,80,77,41
5158,10.0,55,54,11,26,11,96,94,81,78,6
5159,10.0,92,8,92,86,24,67,42,21,35,46
5160,10.0,22,75,71,28,50,66,28,30,32,72
5161,10.0,60,20,58,48,48,58,92,17,51,62
5162,10.0,50,81,68,18,78,73,75,34,73,22
5163,10.0,29,51,68,50,46,29,18,40,23,18
5164,10.0,47,63,73,42,14,27,9,36,3,67
5165,10.0,89,94,9,95,86,79,57,39,44,22
5166,10.0,67,68,76,35,44,6,62,20,8,95
5167,10.0,9,50,60,83,88,52,81,37,45,86
5168,10.0,77,3,11,8,15,75,71,6,35,13
5169,10.0,45,8,82,89,89,96,65,60,61,72
5170,10.0,71,9,83,20,67,27,26,69,31,67
5171,10.0,44,37,48,83,45,7,72,94,9,62
5172,10.0,46,69,45,61,64,30,90,47,96,77
5173,10.0,88,17,49,57,45,40,26,4,38,53
5174,10.0,47,98,49,11,60,12,62,24,86,43
5175,10.0,75,18,84,89,63,93,37,59,2,66
5176,10.0,89,28,53,28,79,50,57,64,83,90
5177,10.0,13,16,59,60,29,46,21,24,22,41
5178,10.0,24,86,65,56,4,59,26,80,76,67
5179,10.0,96,89,31,70,74,1,69,30,87,26
5180,10.0,37,42,24,87,56,81,96,18,57,68
5181,10.0,74,5,82,67,51,65,3,56,11,81
5182,10.0,7,28,90,41,74,57,75,20,12,93
5183,10.0,85,74,24,31,85,9,70,71,18,78
5184,10.0,13,42,53,92,92,10,37,23,49,3
5185,10.0,61,63,71,84,59,94,66,67,11,5
5186,10.0,62,47,21,11,29,18,58,68,42,5
5187,10.0,98,47,61,90,33,68,75,17,65,85
5188,10.0,38,60,63,51,66,17,63,93,77,73
5189,10.0,29,3,68,50,58,32,84,20,64,37
5190,10.0,25,34,92,28,57,83,21,19,81,76
5191,10.0,7,30,30,72,43,74,6,69,33,16
5192,10.0,29,43,10,28,64,52,64,93,77,57
5193,10.0,13,28,63,42,36,62,4,20,9,6
5194,10.0,19,74,14,60,86,61,89,37,61,24
5195,10.0,73,12,66,1,28,95,94,31,10,33
5196,10.0,73,12,42,60,95,24,71,77,25,8
5197,10.0,13,33,9,24,89,73,51,49,6,81
5198,10.0,54,84,26,94,55,29,27,49,9,7
5199,10.0,96,57,66,85,5,85,32,75,38,29
5200,10.0,12,81,90,14,13,83,54,13,12,21
5201,10.0,53,70,85,79,11,78,14,86,78,28
5202,10.0,12,53,80,33,34,61,20,88,49,79
5203,10.0,33,14,81,66,32,59,55,27,76,56
5204,10.0,51,28,17,9,35,5,33,81,91,57
5205,10.0,30,31,90,57,25,45,21,87,57,40
5206,10.0,44,14,68,71,8,58,49,33,67,48
5207,10.0,61,9,30,77,58,78,10,37,82,8
5208,10.0,17,21,31,54,47,15,59,47,66,74
5209,10.0,52,26,91,51,35,18,27,14,95,86
5210,10.0,21,88,38,59,59,53,63,55,43,84
5211,10.0,34,81,1,55,26,42,1,3,79,16
5212,10.0,96,91,21,29,4,38,59,20,74,90
5213,10.0,39,16,39,33,11,71,8,61,82,64
5214,10.0,68,13,81,73,81,87,92,42,94,56
5215,10.0,39,13,69,11,72,5,27,82,13,50
5216,10.0,80,93,71,77,89,57,52,84,27,60
5217,10.0,92,60,31,30,36,37,40,25,24,33
5218,10.0,68,38,4,46,59,24,13,45,83,98
5219,10.0,69,51,60,81,83,54,6,94,58,40
5220,10.0,60,10,42,23,63,63,73,11,78,91
5221,10.0,46,11,29,94,42,61,1,77,53,7
5222,10.0,59,49,44,97,68,81,33,70,94,6
5223,10.0,17,62,44,93,75,69,5,50,52,57
5224,10.0,55,15,20,48,89,84,34,69,59,26
5225,10.0,17,24,68,15,36,91,95,58,95,62
5226,10.0,59,83,3,95,40,9,29,11,80,97
5227,10.0,23,1,5,88,62,3,1,18,6,31
5228,10.0,63,11,85,17,57,11,19,76,7,25
5229,10.0,79,94,29,51,45,77,63,4,56,9
5230,10.0,95,80,83,74,68,18,7,15,40,79
5231,10.0,46,56,17,15,29,42,39,74,29,33
5232,10.0,67,16,2,30,2,37,53,62,92,92
5233,10.0,96,97,93,30,59,55,43,27,39,10
5234,10.0,34,81,60,72,13,77,23,76,3,92
5235,10.0,47,42,8,80,54,73,5,73,36,11
5236,10.0,27,92,7,76,73,76,18,44,36,93
5237,10.0,82,21,75,25,63,96,14,15,96,34
5238,10.0,50,33,89,93,13,80,93,81,65,66
5239,10.0,31,67,35,39,97,39,87,69,95,93
5240,10.0,3,86,22,65,80,46,63,76,83,74
5241,10.0,92,16,38,63,63,3,18,50,51,67
5242,10.0,46,89,18,77,66,24,34,42,22,96
5243,10.0,89,89,34,83,41,32,30,67,88,63
5244,10.0,75,81,8,82,51,48,53,53,55,98
5245,10.0,76,41,95,96,81,1,28,58,17,47
5246,10.0,4,72,48,73,64,63,86,25,47,61
5247,10.0,11,35,21,22,35,54,5,72,94,94
5248,10.0,7,73,22,35,88,81,14,49,48,27
5249,10.0,31,34,45,74,82,21,88,52,57,63
5250,10.0,45,89,63,45,75,67,76,77,18,57
5251,10.0,19,10,50,95,18,85,68,4,16,40
5252,10.0,81,53,45,94,32,44,11,92,25,62
5253,10.0,94,68,76,95,38,23,25,11,57,11
5254,10.0,60,64,42,13,9,62,10,38,49,53
5255,10.0,12,35,26,8,43,60,58,93,72,19
5256,10.0,33,32,96,31,97,97,8,30,76,50
5257,10.0,36,24,62,14,11,48,74,21,36,9
5258,10.0,63,91,82,1,82,70,46,96,8,49
5259,10.0,84,75,8,71,28,94,32,80,42,68
5260,10.0,25,21,84,49,83,56,88,32,85,7
5261,10.0,76,84,43,95,55,44,10,65,34,67
5262,10.0,58,9,64,17,95,52,76,69,85,95
5263,10.0,78,32,64,85,90,93,88,6,91,83
5264,10.0,73,18,46,21,44,96,35,23,48,88
5265,10.0,84,60,8,53,10,80,54,83,58,77
5266,10.0,82,70,90,97,46,19,27,82,74,30
5267,10.0,63,65,10,90,14,97,28,4,74,38
5268,10.0,34,71,50,33,59,52,23,68,42,53
5269,10.0,45,10,50,30,55,77,77,13,37,79
5270,10.0,54,90,87,98,36,36,11,78,80,86
5271,10.0,16,7,75,64,21,93,17,17,19,12
5272,10.0,32,55,3,50,68,93,92,19,82,35
5273,10.0,54,15,8,62,90,20,55,93,6,83
5274,10.0,62,97,82,39,42,66,41,21,76,42
5275,10.0,36,29,72,17,46,50,7,79,27,92
5276,10.0,63,46,32,6,42,61,35,17,50,22
5277,10.0,40,50,5,75,44,44,67,2,13,64
5278,10.0,49,84,91,78,55,77,74,39,94,27
5279,10.0,90,82,79,74,72,48,30,75,71,6
5280,10.0,49,36,3,17,83,26,60,63,98,65
5281,10.0,43,79,96,92,85,41,65,82,96,7
5282,10.0,8,66,32,79,9,33,81,5,55,68
5283,10.0,81,88,53,41,70,40,8,3,56,6
5284,10.0,50,4,51,26,14,1,26,75,61,86
5285,10.0,61,43,95,39,8,26,7,61,25,97
5286,10.0,68,62,13,39,34,26,21,71,58,7
5287,10.0,48,7,27,33,96,65,21,95,97,34
5288,10.0,40,7,83,51,19,88,68,39,64,56
5289,10.0,86,11,12,40,30,63,59,50,37,73
5290,10.0,85,61,1,25,40,58,73,60,88,50
5291,10.0,31,16,12,33,17,80,68,79,78,28
5292,10.0,41,42,96,54,89,61,43,24,34,36
5293,10.0,68,87,54,97,51,31,9,31,60,68
5294,10.0,83,56,37,75,21,36,84,61,88,1
5295,10.0,68,45,75,97,50,86,13,30,95,67
5296,10.0,89,17,48,76,28,6,77,57,12,28
5297,10.0,2,4,79,88,2,83,97,90,43,68
5298,10.0,17,73,82,86,64,75,61,91,15,59
5299,10.0,31,45,50,83,74,70,2,98,55,9
5300,10.0,47,22,58,71,46,87,52,66,56,15
5301,10.0,68,86,39,70,29,89,27,49,78,94
5302,10.0,73,43,45,7,28,64,16,12,36,76
5303,10.0,76,43,93,8,42,59,54,50,22,27
5304,10.0,47,71,97,54,89,51,3,41,47,41
5305,10.0,24,78,1,40,47,31,52,84,10,95
5306,10.0,86,22,58,94,53,73,41,85,28,20
5307,10.0,62,42,71,23,47,18,8,37,91,33
5308,10.0,69,66,23,58,16,52,51,33,94,19
5309,10.0,79,58,21,87,37,14,62,61,91,7
5310,10.0,62,53,43,71,34,31,85,68,32,54
5311,10.0,28,48,76,88,13,38,23,47,12,81
5312,10.0,41,86,11,87,2,18,5,47,31,45
5313,10.0,36,15,15,63,79,76,20,39,64,71
5314,10.0,68,40,18,49,12,60,1,97,23,24
5315,10.0,78,15,11,36,91,13,82,7,24,63
5316,10.0,63,6,93,58,84,82,56,91,26,92
5317,10.0,84,32,97,44,83,76,50,2,98,33
5318,10.0,23,66,60,39,89,40,43,53,42,73
5319,10.0,27,17,2,11,56,51,84,6,75,7
5320,10.0,63,97,67,4,7,40,92,64,35,25
5321,10.0,55,15,26,33,18,7,46,48,81,83
5322,10.0,25,71,27,57,12,35,35,11,29,79
5323,10.0,48,15,84,20,25,23,11,18,86,15
5324,10.0,77,8,58,51,77,88,28,28,36,72
5325,10.0,94,81,73,25,2,25,12,21,75,68
5326,10.0,88,25,14,91,60,63,17,88,62,55
5327,10.0,79,25,94,5,59,1,53,75,64,83
5328,10.0,46,83,88,20,68,57,51,36,63,34
5329,10.0,93,18,57,32,78,83,8,75,70,46
5330,10.0,96,58,11,60,22,37,23,78,52,79
5331,10.0,80,67,64,68,86,96,74,21,19,6
5332,10.0,69,34,82,6,65,50,84,8,78,27
5333,10.0,96,77,4,71,48,60,71,75,26,69
5334,10.0,21,73,32,12,65,18,54,41,23,48
5335,10.0,16,94,57,95,43,80,78,58,8,46
5336,10.0,66,30,63,28,97,96,67,56,42,51
5337,10.0,41,98,18,63,63,36,53,52,39,63
5338,10.0,53,72,98,61,73,59,27,11,59,59
5339,10.0,57,91,31,6,68,39,64,74,77,76
5340,10.0,21,9,80,89,20,41,86,81,96,2
5341,10.0,54,71,5,80,26,14,73,49,77,37
5342,10.0,16,94,1,14,92,44,51,24,62,86
5343,10.0,15,86,9,69,92,6,67,70,60,54
5344,10.0,60,48,54,40,53,4,17,89,29,75
5345,10.0,60,83,58,39,5,82,15,87,40,73
5346,10.0,12,29,67,67,3,63,85,31,1,9
5347,10.0,52,53,36,41,17,85,32,70,77,11
5348,10.0,77,75,37,79,58,59,73,32,53,41
5349,10.0,21,1,71,88,14,2,20,50,74,86
5350,10.0,7,57,74,19,12,65,32,32,30,46
5351,10.0,72,74,80,6,12,30,15,75,47,87
5352,10.0,27,8,16,79,17,76,76,22,38,67
5353,10.0,29,87,71,68,71,40,73,54,91,7
5354,10.0,68,88,55,23,11,83,43,14,36,79
5355,10.0,68,1,13,42,65,44,84,23,38,71
5356,10.0,77,74,71,2,2,30,17,96,8,75
5357,10.0,55,19,94,34,63,95,97,47,51,79
5358,10.0,44,30,50,48,51,74,4,72,22,22
5359,10.0,66,41,31,50,58,1,89,74,21,63
5360,10.0,38,4,89,65,83,68,80,51,75,80
5361,10.0,69,9,78,90,13,70,25,77,22,60
5362,10.0,64,70,77,31,97,17,67,85,76,64
5363,10.0,47,8,59,82,69,33,32,17,33,5
5364,10.0,94,25,85,36,87,3,25,12,89,68
5365,10.0,66,11,4,62,94,84,81,51,51,66
5366,10.0,22,22,43,27,95,78,51,94,19,59
5367,10.0,71,19,62,34,47,61,75,50,88,87
5368,10.0,84,98,93,1,72,24,72,93,89,22
5369,10.0,57,15,40,56,55,9,38,50,68,46
5370,10.0,16,81,71,98,75,48,91,71,38,80
5371,10.0,84,56,69,31,42,50,15,98,68,90
5372,10.0,27,46,88,6,25,7,42,57,69,11
5373,10.0,35,38,44,7,43,20,98,92,78,96
5374,10.0,94,79,69,60,64,31,7,31,78,3
5375,10.0,91,16,75,54,60,59,92,89,19,43
5376,10.0,35,33,96,49,26,32,84,77,90,61
5377,10.0,53,77,88,65,61,83,85,36,52,98
5378,10.0,90,66,74,44,10,38,94,54,82,47
5379,10.0,35,61,36,79,78,7,21,61,65,32
5380,10.0,74,82,41,3,23,84,24,53,24,77
5381,10.0,26,8,18,52,28,76,35,60,56,10
5382,10.0,61,75,90,4,38,74,84,88,72,33
5383,10.0,79,30,5,18,39,66,81,84,39,41
5384,10.0,65,62,84,84,11,72,45,63,17,26
5385,10.0,52,77,38,29,26,77,41,21,85,65
5386,10.0,17,9,43,7,69,51,21,96,17,98
5387,10.0,65,30,96,51,92,19,39,87,16,78
5388,10.0,32,78,74,61,47,88,75,75,83,64
5389,10.0,72,60,59,73,28,38,74,36,62,85
5390,10.0,33,35,5,21,25,97,13,34,97,62
5391,10.0,72,10,41,10,94,71,66,10,20,93
5392,10.0,88,10,34,50,98,86,83,8,68,9
5393,10.0,48,37,15,39,27,13,23,70,6,9
5394,10.0,54,11,97,62,39,9,66,79,14,87
5395,10.0,79,24,18,13,33,80,15,66,97,72
5396,10.0,42,94,6,62,90,86,61,65,20,2
5397,10.0,3,84,51,32,61,91,81,30,17,96
5398,10.0,64,22,64,47,26,24,5,79,30,30
5399,10.0,69,42,65,42,52,3,44,44,58,89
5400,10.0,56,89,33,41,12,6,55,42,11,92
5401,10.0,73,23,14,75,93,31,26,87,74,58
5402,10.0,34,35,2,17,1,56,48,37,91,88
5403,10.0,1,62,53,22,10,80,61,43,37,42
5404,10.0,50,92,37,11,22,30,47,89,69,56
5405,10.0,70,51,68,31,74,66,51,10,6,8
5406,10.0,8,12,78,56,52,60,93,6,5,8
5407,10.0,96,69,88,49,87,11,8,64,92,91
5408,10.0,81,60,85,23,46,59,4,69,3,16
5409,10.0,81,95,68,91,39,35,96,3,64,79
5410,10.0,20,3,87,21,73,8,37,16,64,49
5411,10.0,71,39,69,64,17,71,44,90,97,50
5412,10.0,23,45,41,46,60,61,7,74,46,78
5413,10.0,36,52,31,76,95,27,1,95,95,66
5414,10.0,75,25,17,38,84,48,43,78,9,98
5415,10.0,65,48,36,78,38,35,50,78,73,73
5416,10.0,50,63,16,28,25,23,62,66,46,33
5417,10.0,86,78,37,86,32,32,90,54,48,17
5418,10.0,96,49,43,56,73,52,95,11,43,61
5419,10.0,92,62,14,54,92,22,85,75,27,65
5420,10.0,1,25,89,56,10,71,50,7,5,92
5421,10.0,66,68,52,18,50,86,21,34,66,74
5422,10.0,74,97,58,19,1,66,36,28,76,37
5423,10.0,31,50,64,61,25,75,68,48,65,76
5424,10.0,41,78,11,34,9,75,35,81,19,26
5425,10.0,55,13,27,72,30,46,40,76,58,29
5426,10.0,48,92,66,13,63,4,47,28,65,63
5427,10.0,22,71,98,72,76,54,73,9,73,52
5428,10.0,91,17,31,60,81,24,65,57,58,78
5429,10.0,43,11,60,27,21,31,26,79,85,23
5430,10.0,57,37,71,93,29,38,10,58,30,72
5431,10.0,52,92,54,33,89,80,67,61,88,46
5432,10.0,31,98,60,69,95,28,26,89,74,6
5433,10.0,85,9,33,37,55,62,63,87,32,91
5434,10.0,86,19,66,46,3,61,56,48,32,87
5435,10.0,20,81,77,37,74,7,12,48,88,14
5436,10.0,76,65,30,84,59,70,78,29,64,90
5437,10.0,21,92,27,29,32,31,48,86,64,10
5438,10.0,69,92,94,66,28,93,88,59,28,15
5439,10.0,31,70,37,91,49,87,49,67,83,44
5440,10.0,57,21,68,12,26,48,21,5,11,81
5441,10.0,94,57,44,73,49,93,69,61,51,95
5442,10.0,22,14,57,57,58,57,10,76,23,83
5443,10.0,17,60,67,66,5,14,56,19,13,96
5444,10.0,16,27,88,20,3,24,84,24,71,51
5445,10.0,74,86,94,13,16,98,13,7,73,25
5446,10.0,31,78,57,1,40,92,43,14,12,55
5447,10.0,38,37,12,98,51,25,86,37,51,28
5448,10.0,14,10,46,11,48,25,8,15,9,89
5449,10.0,82,65,78,28,30,11,83,9,15,88
5450,10.0,77,26,44,69,84,95,96,4,92,25
5451,10.0,46,63,25,82,12,50,43,8,13,98
5452,10.0,29,24,89,77,88,75,30,37,49,55
5453,10.0,38,45,85,66,8,75,80,41,52,36
5454,10.0,25,25,33,19,27,78,61,76,97,45
5455,10.0,16,45,82,18,78,47,51,64,34,36
5456,10.0,89,91,46,23,80,42,1,32,30,86
5457,10.0,92,51,14,29,76,16,32,58,80,70
5458,10.0,13,43,39,63,63,82,40,18,40,51
5459,10.0,77,57,96,48,18,56,73,58,38,63
5460,10.0,71,94,44,75,38,17,92,96,88,4
5461,10.0,46,74,70,66,58,71,97,49,87,23
5462,10.0,3,30,82,95,16,17,86,54,54,6
5463,10.0,57,55,77,2,82,29,8,92,12,54
5464,10.0,52,2,65,8,94,53,93,76,55,26
5465,10.0,89,13,93,35,78,51,88,14,34,42
5466,10.0,53,89,24,21,58,15,59,89,91,65
5467,10.0,29,81,24,47,93,60,52,57,16,58
5468,10.0,73,94,43,32,38,60,98,20,98,96
5469,10.0,70,29,33,62,85,34,79,85,33,86
5470,10.0,85,28,48,48,75,73,44,51,10,18
5471,10.0,32,72,33,21,29,78,6,68,28,7
5472,10.0,24,61,2,56,9,95,59,48,4,87
5473,10.0,21,46,11,93,72,22,3,64,87,42
5474,10.0,20,20,57,22,87,4,58,69,11,58
5475,10.0,66,72,22,70,47,58,81,74,38,14
5476,10.0,12,41,32,20,83,97,29,61,2,98
5477,10.0,33,64,3,38,45,26,83,94,96,44
5478,10.0,41,46,98,12,5,62,32,76,2,82
5479,10.0,75,19,29,83,64,5,66,12,23,35
5480,10.0,71,8,90,71,79,14,21,89,22,66
5481,10.0,42,23,83,19,13,45,76,8,46,16
5482,10.0,9,50,85,13,72,61,38,21,67,20
5483,10.0,59,61,4,35,7,9,81,10,88,4
5484,10.0,52,47,18,91,91,41,8,8,4,51
5485,10.0,33,73,74,27,27,44,10,1,32,32
5486,10.0,2,55,3,89,18,42,3,33,75,39
5487,10.0,71,2,26,52,85,88,86,40,71,79
5488,10.0,17,68,55,34,62,88,70,1,37,35
5489,10.0,55,44,11,11,25,43,63,18,7,88
5490,10.0,88,49,32,12,53,7,50,20,11,11
5491,10.0,80,43,43,9,53,78,94,86,54,14
5492,10.0,82,21,52,68,21,14,63,14,91,14
5493,10.0,9,26,47,91,50,49,16,57,65,27
5494,10.0,61,70,1,63,85,72,65,17,4,37
5495,10.0,90,35,37,30,93,43,92,36,59,21
5496,10.0,30,77,57,57,59,22,16,44,39,30
5497,10.0,53,72,98,65,32,98,90,48,49,88
5498,10.0,29,92,70,93,68,3,7,97,88,27
5499,10.0,88,21,5,60,16,76,84,8,27,4
5500,10.0,83,65,50,76,63,3,43,26,79,6
5501,10.0,95,66,80,22,13,96,17,74,30,44
5502,10.0,33,34,4,20,3,21,78,34,81,36
5503,10.0,7,85,75,50,51,41,83,20,38,87
5504,10.0,70,19,37,45,94,22,18,59,98,24
5505,10.0,15,56,90,61,50,60,14,59,10,91
5506,10.0,97,69,90,2,69,90,57,74,22,37
5507,10.0,70,88,20,76,55,79,55,66,90,88
5508,10.0,44,65,12,5,15,2,91,9,8,58
5509,10.0,88,67,9,96,76,26,62,78,6,46
5510,10.0,58,73,58,67,39,43,83,94,77,75
5511,10.0,32,78,6,39,16,97,40,57,79,13
5512,10.0,35,29,38,25,39,27,31,59,15,76
5513,10.0,8,32,46,11,84,40,56,65,95,93
5514,10.0,83,22,44,77,45,14,43,20,35,72
5515,10.0,25,60,8,86,85,90,92,39,81,91
5516,10.0,53,42,94,49,56,28,25,78,57,79
5517,10.0,23,27,77,88,31,48,53,49,86,62
5518,10.0,96,26,5,92,74,35,32,49,74,81
5519,10.0,63,34,81,22,2,45,75,11,38,4
5520,10.0,4,52,78,76,3,28,58,28,98,37
5521,10.0,92,18,5,87,1,21,22,67,8,68
