,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
13078,10.0,35,58,46,8,58,67,48,10,3,66
13079,10.0,55,4,25,70,90,24,2,63,43,84
13080,10.0,37,1,66,55,73,92,73,15,24,34
13081,10.0,55,41,3,9,81,43,40,68,73,91
13082,10.0,48,61,63,33,80,35,66,39,59,37
13083,10.0,27,34,91,6,68,66,59,77,17,7
13084,10.0,70,26,51,47,72,64,70,14,33,5
13085,10.0,90,25,60,85,27,18,10,28,97,79
13086,10.0,58,21,81,93,59,14,78,83,64,11
13087,10.0,92,78,19,18,33,45,95,51,70,69
13088,10.0,91,65,96,22,27,58,3,37,22,60
13089,10.0,18,46,68,38,14,80,62,56,4,33
13090,10.0,61,15,24,34,57,9,43,67,88,10
13091,10.0,22,34,43,5,66,97,87,53,42,94
13092,10.0,1,20,43,31,58,46,36,98,88,81
13093,10.0,29,97,79,90,49,22,18,19,48,14
13094,10.0,80,43,2,60,17,46,41,53,25,43
13095,10.0,46,72,58,96,91,59,44,66,91,66
13096,10.0,23,1,31,35,11,7,95,32,90,63
13097,10.0,28,28,36,21,92,13,82,58,46,93
13098,10.0,70,36,83,33,11,19,51,19,36,90
13099,10.0,44,90,82,37,8,33,54,86,36,49
13100,10.0,94,88,5,35,93,72,86,92,51,73
13101,10.0,91,12,36,60,44,82,30,23,64,51
13102,10.0,13,28,80,44,38,39,56,71,26,71
13103,10.0,10,95,23,20,59,97,38,55,23,92
13104,10.0,7,9,62,65,15,45,22,55,35,55
13105,10.0,83,1,12,75,50,89,49,69,18,10
13106,10.0,11,4,51,10,15,40,43,41,54,53
13107,10.0,79,59,39,82,63,23,8,1,46,9
13108,10.0,64,45,5,64,14,77,43,63,50,42
13109,10.0,26,41,67,37,76,33,40,70,81,16
13110,10.0,60,19,12,29,35,37,27,24,75,94
13111,10.0,87,95,24,52,82,37,17,85,92,39
13112,10.0,39,7,43,1,49,13,82,6,69,86
13113,10.0,86,7,11,52,80,65,15,66,4,61
13114,10.0,20,49,95,17,68,7,34,90,61,2
13115,10.0,97,91,78,37,33,33,36,37,33,86
13116,10.0,23,15,95,68,4,72,45,5,28,11
13117,10.0,48,13,2,74,67,36,67,10,23,38
13118,10.0,7,23,13,57,94,3,19,57,77,10
13119,10.0,9,46,80,68,22,86,43,30,30,25
13120,10.0,64,43,14,49,66,57,82,72,61,50
13121,10.0,3,8,90,24,91,48,91,9,31,9
13122,10.0,79,34,30,80,46,22,79,74,75,64
13123,10.0,30,16,78,82,26,59,54,68,63,50
13124,10.0,62,37,16,64,79,47,13,90,98,86
13125,10.0,9,76,89,79,91,77,28,84,15,97
13126,10.0,40,94,6,89,5,67,67,1,63,39
13127,10.0,87,41,8,68,66,89,16,4,34,20
13128,10.0,61,42,14,54,1,43,47,12,85,91
13129,10.0,33,35,72,78,28,51,88,23,96,74
13130,10.0,27,90,91,19,1,75,77,53,64,26
13131,10.0,90,16,78,48,40,42,71,86,51,32
13132,10.0,77,33,72,60,90,45,50,16,54,70
13133,10.0,65,55,2,8,17,23,1,83,2,70
13134,10.0,10,27,29,47,64,31,91,35,19,60
13135,10.0,67,37,95,77,56,59,77,91,49,77
13136,10.0,43,78,96,66,52,74,45,55,69,50
13137,10.0,39,18,5,56,89,1,55,39,34,79
13138,10.0,74,5,8,20,85,87,13,59,5,39
13139,10.0,22,41,20,9,50,40,5,11,52,4
13140,10.0,36,12,13,41,1,46,85,66,18,74
13141,10.0,13,55,3,3,63,93,63,13,58,25
13142,10.0,23,42,61,89,18,3,56,97,42,76
13143,10.0,10,91,6,88,64,61,49,53,66,98
13144,10.0,91,43,67,97,78,42,17,34,96,12
13145,10.0,53,1,81,63,75,89,90,11,33,90
13146,10.0,86,17,28,70,70,77,4,47,9,89
13147,10.0,46,17,35,41,93,34,62,97,16,92
13148,10.0,36,89,33,26,55,44,21,88,36,79
13149,10.0,24,84,6,82,69,40,26,77,19,87
13150,10.0,38,65,44,58,65,76,91,9,71,70
13151,10.0,35,1,38,35,69,79,95,4,43,82
13152,10.0,91,79,65,64,88,2,6,76,20,51
13153,10.0,74,36,83,5,36,24,73,73,61,87
13154,10.0,82,2,75,75,96,44,53,15,49,53
13155,10.0,52,39,16,12,18,77,36,18,7,88
13156,10.0,3,5,60,88,75,71,20,67,72,80
13157,10.0,42,6,97,17,6,23,65,19,98,26
13158,10.0,64,96,59,93,28,73,22,19,80,62
13159,10.0,1,34,62,29,53,32,66,82,53,69
13160,10.0,75,56,73,25,4,43,72,30,74,74
13161,10.0,95,58,23,71,27,86,22,89,91,57
13162,10.0,31,46,45,40,8,66,11,76,41,8
13163,10.0,82,75,54,26,16,96,98,36,33,68
13164,10.0,51,45,10,38,39,68,26,21,83,36
13165,10.0,49,81,13,30,24,73,46,18,79,32
13166,10.0,46,81,43,60,32,82,23,68,41,55
13167,10.0,88,10,42,90,60,89,97,84,35,13
13168,10.0,17,65,32,63,17,58,78,64,4,36
13169,10.0,93,18,24,64,29,79,35,28,13,63
13170,10.0,39,48,55,73,13,31,38,34,95,15
13171,10.0,10,31,58,50,70,37,97,39,48,71
13172,10.0,70,84,88,91,6,42,27,3,88,82
13173,10.0,81,38,5,50,98,39,26,36,31,56
13174,10.0,94,10,75,33,90,49,5,66,94,93
13175,10.0,62,9,98,66,73,23,44,51,41,82
13176,10.0,73,71,96,89,71,95,83,29,49,54
13177,10.0,38,90,42,74,97,6,12,70,95,4
13178,10.0,73,73,44,86,82,55,23,22,7,77
13179,10.0,14,70,18,13,31,82,22,38,38,85
13180,10.0,34,26,87,1,68,72,42,58,56,2
13181,10.0,3,86,96,11,79,24,35,86,24,67
13182,10.0,17,43,78,89,46,40,23,37,70,66
13183,10.0,48,69,58,23,82,96,17,81,97,86
13184,10.0,5,20,63,1,47,91,54,71,59,90
13185,10.0,83,47,48,96,60,77,72,93,67,35
13186,10.0,9,37,30,32,39,58,38,91,86,25
13187,10.0,93,47,25,2,24,18,92,64,54,1
13188,10.0,36,29,60,74,94,34,94,70,22,51
13189,10.0,55,56,48,63,25,68,38,19,11,7
13190,10.0,44,61,3,12,6,86,22,57,84,91
13191,10.0,67,10,71,58,33,64,15,10,17,37
13192,10.0,39,4,88,32,73,89,15,80,2,45
13193,10.0,10,30,78,32,30,35,78,73,6,61
13194,10.0,55,95,35,54,29,84,17,91,39,32
13195,10.0,62,6,91,68,52,68,48,32,47,24
13196,10.0,69,71,81,65,73,10,21,78,24,31
13197,10.0,16,6,30,19,21,5,41,14,77,32
13198,10.0,79,26,7,44,91,56,30,41,52,75
13199,10.0,17,84,33,14,61,52,62,43,74,46
13200,10.0,52,6,82,46,66,47,71,87,55,81
13201,10.0,67,1,48,75,33,78,97,1,23,56
13202,10.0,41,64,47,2,58,59,48,89,45,38
13203,10.0,54,47,54,10,55,38,87,58,62,57
13204,10.0,57,54,48,29,73,59,55,27,18,75
13205,10.0,54,94,17,75,61,82,94,2,67,71
13206,10.0,37,8,38,33,33,39,45,70,15,76
13207,10.0,57,17,10,87,80,51,87,35,46,17
13208,10.0,73,46,50,47,58,81,20,79,15,75
13209,10.0,73,49,9,66,13,36,78,70,14,46
13210,10.0,95,65,55,66,84,88,60,2,36,97
13211,10.0,7,48,89,24,59,45,37,3,28,84
13212,10.0,16,52,18,6,2,71,20,12,11,11
13213,10.0,82,10,57,52,43,51,83,82,11,16
13214,10.0,98,30,16,98,84,58,69,93,54,69
13215,10.0,56,64,37,94,18,35,69,19,26,71
13216,10.0,98,90,65,10,79,94,8,44,88,66
13217,10.0,39,27,25,84,59,10,62,55,26,60
13218,10.0,60,16,20,56,54,44,30,56,85,67
13219,10.0,40,75,41,91,92,34,32,57,26,67
13220,10.0,75,49,1,67,16,29,93,54,86,4
13221,10.0,87,80,62,74,12,20,21,85,46,39
13222,10.0,9,78,23,56,35,32,40,68,49,48
13223,10.0,66,11,6,42,25,64,7,3,83,46
13224,10.0,9,37,47,97,74,60,60,58,63,14
13225,10.0,29,67,93,24,52,77,40,61,75,53
13226,10.0,38,77,2,69,11,49,94,68,38,97
13227,10.0,11,60,46,11,6,28,61,72,62,45
13228,10.0,30,81,63,84,85,86,61,43,14,76
13229,10.0,34,78,17,7,87,46,10,97,9,87
13230,10.0,89,72,21,3,98,84,16,32,59,47
13231,10.0,64,59,6,60,51,59,47,24,54,36
13232,10.0,40,16,83,18,77,31,87,87,73,17
13233,10.0,68,6,15,41,66,52,60,94,33,8
13234,10.0,92,91,53,19,9,40,42,7,80,63
13235,10.0,90,86,60,61,55,5,9,93,5,53
13236,10.0,15,62,62,30,40,34,9,76,80,24
13237,10.0,86,8,87,5,15,53,83,98,62,3
13238,10.0,42,9,56,12,84,12,44,58,28,26
13239,10.0,63,66,48,33,81,53,49,58,92,30
13240,10.0,71,17,38,28,93,80,57,92,11,2
13241,10.0,70,44,18,36,81,40,83,39,17,79
13242,10.0,87,79,76,56,2,30,37,6,84,80
13243,10.0,5,64,52,42,7,17,80,84,31,66
13244,10.0,66,80,26,31,27,72,6,90,86,96
13245,10.0,69,26,85,61,15,5,61,76,17,33
13246,10.0,85,46,87,30,14,90,64,31,74,58
13247,10.0,97,42,25,19,66,60,92,97,49,46
13248,10.0,95,24,83,73,69,76,10,57,20,25
13249,10.0,55,25,4,28,37,5,86,85,65,26
13250,10.0,31,56,11,21,20,97,68,22,84,19
13251,10.0,51,32,16,96,40,13,79,27,72,87
13252,10.0,92,34,62,92,16,39,11,77,32,91
13253,10.0,51,36,37,58,3,71,6,22,30,6
13254,10.0,57,13,4,7,34,23,90,19,70,49
13255,10.0,85,14,60,6,70,8,90,83,28,62
13256,10.0,37,56,93,45,27,12,73,72,82,34
13257,10.0,9,89,59,1,2,70,46,94,65,61
13258,10.0,15,18,59,68,4,60,12,77,33,62
13259,10.0,81,49,21,98,45,80,93,53,11,36
13260,10.0,43,96,77,42,81,32,69,70,65,75
13261,10.0,90,62,56,86,44,84,86,6,57,85
13262,10.0,21,40,6,92,66,29,54,71,51,4
13263,10.0,75,7,71,9,63,51,65,28,36,83
13264,10.0,37,37,67,73,68,81,18,17,14,87
13265,10.0,8,74,61,60,55,37,98,39,24,13
13266,10.0,16,34,64,1,92,41,4,36,80,53
13267,10.0,20,67,14,15,46,93,86,24,53,41
13268,10.0,21,9,74,72,17,42,50,3,51,52
13269,10.0,36,84,61,10,33,12,2,98,75,78
13270,10.0,61,93,74,34,38,12,69,94,18,68
13271,10.0,44,93,92,82,96,98,87,49,66,77
13272,10.0,86,16,63,92,94,87,96,40,12,14
13273,10.0,34,57,9,98,78,78,96,71,73,13
13274,10.0,38,39,95,80,39,44,92,45,60,77
13275,10.0,43,49,84,53,53,84,28,87,75,83
13276,10.0,82,18,78,8,4,76,21,79,44,73
13277,10.0,11,17,51,31,74,70,45,58,14,16
13278,10.0,78,69,40,80,54,86,83,3,61,22
13279,10.0,42,93,45,32,50,30,29,88,59,6
13280,10.0,53,64,74,5,56,23,85,77,31,70
13281,10.0,87,56,20,95,39,63,42,19,82,55
13282,10.0,65,22,4,97,19,88,45,3,65,33
13283,10.0,16,42,7,94,58,89,9,47,92,20
13284,10.0,92,36,82,48,81,25,23,53,84,41
13285,10.0,23,27,17,82,98,94,44,42,10,70
13286,10.0,93,23,57,92,18,74,49,59,17,62
13287,10.0,20,71,40,93,8,75,48,84,62,35
13288,10.0,27,58,44,30,24,30,55,19,67,69
13289,10.0,53,16,7,45,60,66,60,75,97,45
13290,10.0,70,21,17,82,73,72,14,83,54,8
13291,10.0,46,38,76,25,92,18,91,22,22,83
13292,10.0,35,77,92,28,16,23,76,83,80,52
13293,10.0,48,2,60,34,94,96,18,97,5,12
13294,10.0,56,73,68,43,61,41,63,54,62,68
13295,10.0,27,17,73,9,87,73,5,69,25,83
13296,10.0,96,76,31,51,23,92,79,90,46,31
13297,10.0,32,3,97,81,47,88,55,92,4,65
13298,10.0,65,24,12,58,40,8,19,23,49,73
13299,10.0,48,59,90,47,19,96,62,71,47,44
13300,10.0,36,26,52,5,35,78,38,96,82,96
13301,10.0,63,55,15,21,87,45,43,46,51,86
13302,10.0,67,34,15,26,23,38,14,46,58,61
13303,10.0,41,12,29,77,65,84,67,15,20,25
13304,10.0,2,20,46,56,91,49,14,27,23,27
13305,10.0,52,74,21,93,52,30,92,72,54,44
13306,10.0,85,73,64,17,33,81,70,82,18,86
13307,10.0,72,89,95,52,36,12,83,3,47,6
13308,10.0,86,33,62,88,94,40,98,98,75,45
13309,10.0,43,62,76,22,87,41,51,59,5,3
13310,10.0,13,46,25,49,83,69,86,76,46,75
13311,10.0,38,18,92,79,5,9,54,45,98,81
13312,10.0,97,60,51,64,14,72,65,55,29,37
13313,10.0,24,50,75,67,94,20,22,79,41,36
13314,10.0,40,60,13,58,19,36,58,97,39,44
13315,10.0,20,52,57,19,29,31,15,60,16,87
13316,10.0,94,93,52,58,81,29,63,59,35,69
13317,10.0,82,80,12,67,1,98,85,78,75,7
13318,10.0,36,94,98,73,38,74,41,46,73,89
13319,10.0,23,34,54,30,95,57,61,55,7,66
13320,10.0,73,45,18,39,25,5,31,57,14,81
13321,10.0,42,9,77,22,25,86,96,57,42,10
13322,10.0,95,34,26,3,94,85,59,2,50,33
13323,10.0,1,5,17,18,66,52,84,72,98,51
13324,10.0,92,67,13,64,15,93,25,54,23,14
13325,10.0,44,18,51,56,44,74,11,9,20,60
13326,10.0,70,64,68,57,13,12,96,10,62,62
13327,10.0,78,1,9,55,74,32,35,19,14,73
13328,10.0,82,46,12,95,80,31,82,77,82,84
13329,10.0,63,55,84,30,45,10,66,65,30,61
13330,10.0,35,58,62,55,50,2,27,61,13,49
13331,10.0,5,63,96,39,69,41,54,83,32,92
13332,10.0,6,6,91,5,55,43,43,35,55,33
13333,10.0,56,42,50,98,39,51,53,23,78,28
13334,10.0,65,28,48,74,60,34,12,79,16,87
13335,10.0,13,66,51,55,21,29,3,62,9,25
13336,10.0,6,50,34,64,25,13,72,41,57,63
13337,10.0,12,21,74,20,76,48,50,98,22,22
13338,10.0,76,82,24,67,72,42,72,35,36,5
13339,10.0,38,5,24,7,74,79,87,39,91,72
13340,10.0,18,34,81,48,43,93,68,51,79,81
13341,10.0,17,62,20,68,35,24,85,5,80,14
13342,10.0,75,59,36,15,44,66,11,15,17,73
13343,10.0,94,77,56,1,54,46,98,59,20,35
13344,10.0,89,97,84,59,8,38,46,11,87,54
13345,10.0,43,63,48,22,80,57,12,26,7,44
13346,10.0,38,6,86,54,53,87,23,75,78,52
13347,10.0,31,97,71,66,75,87,78,6,34,42
13348,10.0,39,82,47,24,55,34,74,19,4,69
13349,10.0,71,56,65,60,33,22,86,70,12,98
13350,10.0,72,88,36,27,27,67,90,93,51,19
13351,10.0,30,43,73,10,15,7,95,14,72,74
13352,10.0,1,6,28,93,29,74,13,37,19,98
13353,10.0,71,62,18,4,97,97,12,92,81,58
13354,10.0,50,42,9,71,41,36,92,6,52,96
13355,10.0,12,93,88,10,54,75,51,85,46,28
13356,10.0,4,4,12,83,15,84,95,80,64,54
13357,10.0,40,80,73,75,77,25,56,82,97,20
13358,10.0,6,38,95,55,35,26,30,21,69,84
13359,10.0,49,87,91,98,40,19,95,83,29,87
13360,10.0,97,29,73,25,62,27,65,21,9,93
13361,10.0,35,76,63,77,39,17,66,45,49,6
13362,10.0,1,96,54,9,26,75,23,46,79,37
13363,10.0,28,34,80,48,6,2,59,48,78,39
13364,10.0,25,63,98,91,70,39,87,60,46,41
13365,10.0,3,46,79,74,24,17,94,26,71,95
13366,10.0,56,18,40,48,79,69,84,70,77,16
13367,10.0,17,96,95,31,64,75,46,96,81,23
13368,10.0,29,91,40,94,88,20,78,43,78,51
13369,10.0,96,43,8,98,95,30,16,44,44,76
13370,10.0,24,55,13,75,66,13,67,88,28,17
13371,10.0,76,13,61,88,62,4,92,91,58,11
13372,10.0,60,45,64,95,84,48,80,86,64,22
13373,10.0,25,92,71,95,6,81,93,34,25,16
13374,10.0,17,36,38,9,54,34,62,71,14,2
13375,10.0,13,33,97,81,79,22,65,33,36,13
13376,10.0,8,93,6,68,78,35,48,31,50,94
13377,10.0,56,41,15,39,41,11,34,62,47,86
13378,10.0,26,95,87,72,73,6,57,31,7,83
13379,10.0,38,60,33,64,14,83,34,13,49,40
13380,10.0,29,40,19,98,85,31,43,94,16,35
13381,10.0,54,5,81,57,53,11,9,33,83,88
13382,10.0,47,67,78,47,76,33,56,4,1,33
13383,10.0,26,5,61,40,35,17,93,10,74,84
13384,10.0,90,86,17,88,28,62,67,11,75,30
13385,10.0,7,26,48,4,31,47,77,82,68,70
13386,10.0,31,28,36,47,78,60,27,56,86,94
13387,10.0,40,68,78,44,59,11,91,34,97,60
13388,10.0,93,43,96,76,2,77,81,15,98,81
13389,10.0,89,95,12,63,82,44,38,49,16,51
13390,10.0,16,26,1,96,73,64,12,17,6,62
13391,10.0,36,22,55,61,39,68,74,40,70,98
13392,10.0,93,1,56,54,47,72,4,43,59,79
13393,10.0,16,35,14,63,74,62,8,88,87,38
13394,10.0,28,82,3,6,12,3,47,92,56,97
13395,10.0,91,36,82,61,22,94,21,79,90,49
13396,10.0,86,12,76,92,49,84,32,33,39,9
13397,10.0,74,19,64,26,56,55,41,78,54,25
13398,10.0,66,30,42,33,25,90,1,14,6,49
13399,10.0,76,3,28,32,14,22,17,27,97,54
13400,10.0,34,25,55,30,68,30,72,48,21,27
13401,10.0,85,52,27,2,75,33,84,75,5,19
13402,10.0,47,52,53,92,71,79,22,50,21,37
13403,10.0,14,97,45,54,8,51,73,26,81,63
13404,10.0,31,97,39,29,92,85,87,84,53,78
13405,10.0,54,33,84,16,21,11,29,32,88,50
13406,10.0,71,77,59,81,14,96,86,89,61,96
13407,10.0,6,81,56,7,76,58,46,9,63,51
13408,10.0,91,11,85,91,36,62,34,98,93,28
13409,10.0,68,17,31,25,28,81,25,66,82,93
13410,10.0,91,5,92,58,40,32,32,17,29,73
13411,10.0,62,56,98,63,23,6,89,28,77,17
13412,10.0,61,69,75,78,41,51,87,23,15,57
13413,10.0,23,34,53,62,63,50,9,8,74,63
13414,10.0,37,53,10,54,36,89,59,95,33,8
13415,10.0,49,64,70,37,86,98,56,74,31,12
13416,10.0,74,77,81,83,37,64,48,64,23,90
13417,10.0,69,33,59,4,77,85,21,9,24,29
13418,10.0,9,14,15,70,17,81,86,5,76,47
13419,10.0,55,84,19,45,38,97,53,60,80,51
13420,10.0,50,35,73,45,15,56,93,21,65,40
13421,10.0,46,76,6,36,64,66,23,44,52,2
13422,10.0,87,69,66,56,52,48,21,79,61,78
13423,10.0,58,67,66,91,5,87,30,29,29,42
13424,10.0,43,97,1,83,18,79,53,74,91,19
13425,10.0,35,19,21,79,8,81,69,47,83,76
13426,10.0,76,70,67,79,48,17,70,31,84,14
13427,10.0,95,7,61,79,31,53,56,39,49,72
13428,10.0,97,38,26,74,71,36,60,70,55,2
13429,10.0,58,50,40,95,24,51,28,11,57,76
13430,10.0,56,20,27,42,28,95,20,82,86,3
13431,10.0,89,33,91,77,13,21,38,57,67,37
13432,10.0,14,37,87,6,19,57,54,9,78,74
13433,10.0,53,84,46,62,40,75,73,77,4,2
13434,10.0,69,16,85,5,67,17,94,47,63,79
13435,10.0,33,71,73,75,63,41,90,14,64,19
13436,10.0,8,96,60,38,54,10,97,97,31,8
13437,10.0,34,2,40,31,43,52,36,7,41,62
13438,10.0,41,84,53,23,38,90,15,7,49,95
13439,10.0,91,18,87,25,74,44,94,71,88,2
13440,10.0,14,96,42,28,40,70,86,35,3,67
13441,10.0,89,30,57,5,50,9,38,68,94,55
13442,10.0,11,35,10,53,22,34,93,33,37,6
13443,10.0,72,3,16,15,78,91,42,21,24,32
13444,10.0,13,87,84,15,29,67,78,40,44,89
13445,10.0,13,23,39,3,64,86,22,70,39,12
13446,10.0,52,72,4,44,34,6,67,64,12,36
13447,10.0,73,75,33,21,92,61,1,75,76,5
13448,10.0,53,18,30,23,18,38,7,17,96,83
13449,10.0,33,3,20,93,8,22,29,44,26,73
13450,10.0,70,4,87,57,32,87,61,49,60,81
13451,10.0,31,31,46,78,87,90,77,50,63,62
13452,10.0,67,54,5,35,55,39,32,74,37,53
13453,10.0,26,48,83,67,3,43,89,57,36,81
13454,10.0,64,17,54,69,6,36,82,49,13,46
13455,10.0,85,9,43,61,51,45,83,53,87,46
13456,10.0,42,17,65,74,51,86,19,69,74,33
13457,10.0,51,55,30,48,43,64,81,76,65,14
13458,10.0,23,9,64,89,56,77,42,22,91,8
13459,10.0,51,2,16,87,19,66,28,56,94,90
13460,10.0,53,30,82,75,43,36,75,69,40,62
13461,10.0,78,78,51,67,68,38,43,5,13,79
13462,10.0,49,58,41,63,39,50,69,22,80,36
13463,10.0,8,18,98,62,47,8,89,25,61,77
13464,10.0,14,15,34,86,1,37,57,67,65,45
13465,10.0,56,16,25,12,1,18,78,5,71,2
13466,10.0,42,37,7,27,4,95,21,81,49,26
13467,10.0,28,68,65,9,58,95,35,84,43,97
13468,10.0,62,84,66,52,75,51,36,83,2,27
13469,10.0,46,53,31,30,86,26,10,25,37,8
13470,10.0,52,25,12,62,28,40,91,37,22,75
13471,10.0,61,22,84,42,95,56,4,28,72,68
13472,10.0,49,70,56,77,33,91,77,96,54,90
13473,10.0,80,74,92,52,56,14,53,52,69,82
13474,10.0,26,31,29,94,71,29,40,21,7,71
13475,10.0,27,84,41,79,78,86,57,69,8,67
13476,10.0,93,71,10,5,64,92,58,79,11,68
13477,10.0,55,19,30,61,57,41,88,7,61,3
13478,10.0,31,59,95,57,43,71,85,6,18,67
13479,10.0,49,91,80,59,79,20,85,33,21,2
13480,10.0,82,56,54,61,66,16,50,58,22,34
13481,10.0,2,74,40,70,29,49,92,38,83,27
13482,10.0,37,27,78,8,96,78,24,26,42,32
13483,10.0,95,72,96,9,67,42,52,50,73,39
13484,10.0,41,59,88,9,53,32,31,38,67,31
13485,10.0,82,94,93,79,61,91,15,78,95,40
13486,10.0,27,4,33,11,49,77,67,84,22,72
13487,10.0,72,24,16,74,98,4,25,64,82,75
13488,10.0,69,46,30,72,72,69,95,91,22,90
13489,10.0,89,1,93,2,81,78,67,76,46,97
13490,10.0,82,21,13,8,30,75,3,78,2,79
13491,10.0,89,95,33,27,72,8,89,59,37,37
13492,10.0,17,98,92,8,34,98,12,87,49,97
13493,10.0,40,86,49,58,56,84,46,7,73,92
13494,10.0,73,26,59,18,61,88,75,26,93,93
13495,10.0,49,37,25,26,38,17,34,75,89,95
13496,10.0,52,76,48,74,29,97,30,11,17,25
13497,10.0,52,39,40,69,62,56,73,85,70,92
13498,10.0,5,77,36,21,34,88,81,28,8,11
13499,10.0,89,66,26,10,49,6,82,30,83,49
13500,10.0,39,44,51,66,64,4,23,6,5,69
13501,10.0,14,29,90,30,82,7,44,31,20,50
13502,10.0,71,50,33,77,79,48,75,78,25,42
13503,10.0,20,17,9,80,72,70,54,73,97,38
13504,10.0,54,43,42,2,84,71,39,18,22,24
13505,10.0,40,74,70,60,30,75,23,69,43,68
13506,10.0,50,27,2,26,36,75,72,65,79,64
13507,10.0,23,53,17,60,7,30,52,17,90,52
13508,10.0,91,47,54,38,6,57,53,45,10,49
13509,10.0,96,94,52,20,30,73,80,2,97,66
13510,10.0,69,80,44,58,15,23,52,87,14,77
13511,10.0,94,97,73,53,70,21,25,70,5,4
13512,10.0,42,13,26,82,29,83,28,65,13,62
13513,10.0,22,85,43,70,74,11,55,28,75,56
13514,10.0,96,89,54,67,83,55,7,66,65,30
13515,10.0,90,56,49,79,39,70,23,47,1,10
13516,10.0,70,28,86,85,41,6,8,74,41,39
13517,10.0,95,98,26,33,71,29,49,81,49,76
13518,10.0,31,30,52,46,70,92,26,85,56,73
13519,10.0,52,22,56,48,31,53,16,32,53,39
13520,10.0,15,43,56,22,85,12,16,47,66,28
13521,10.0,8,84,32,7,72,89,94,75,56,42
13522,10.0,74,2,87,29,28,7,6,46,11,56
13523,10.0,36,44,43,67,52,88,50,79,88,8
13524,10.0,63,68,58,81,14,69,7,32,54,96
13525,10.0,66,1,78,59,33,37,6,66,92,65
13526,10.0,62,4,70,39,11,52,92,79,94,41
13527,10.0,15,74,26,56,39,23,57,53,65,85
13528,10.0,73,51,96,36,44,77,13,79,23,56
13529,10.0,3,89,57,43,39,54,16,1,23,91
13530,10.0,43,25,33,24,92,47,53,51,24,31
13531,10.0,58,33,37,73,42,34,16,64,35,1
13532,10.0,66,44,48,92,76,96,68,87,38,37
13533,10.0,41,32,45,87,32,97,46,76,47,46
13534,10.0,37,83,92,71,76,1,52,63,70,86
13535,10.0,97,53,78,30,26,42,94,34,35,51
13536,10.0,68,6,38,90,67,57,8,15,59,79
13537,10.0,78,49,81,49,49,15,69,71,51,44
13538,10.0,51,38,92,13,4,70,94,95,92,64
13539,10.0,77,19,72,8,12,97,29,85,56,37
13540,10.0,76,85,26,64,56,10,61,51,19,54
13541,10.0,3,13,80,12,20,74,84,1,33,94
13542,10.0,87,44,27,20,68,97,48,25,15,5
13543,10.0,69,45,13,21,31,75,74,10,27,54
13544,10.0,45,87,46,49,19,79,8,74,35,48
13545,10.0,59,4,73,85,31,7,20,34,64,5
13546,10.0,8,28,54,38,34,7,55,87,26,29
13547,10.0,93,63,41,92,43,15,36,29,15,4
13548,10.0,69,6,92,36,83,35,34,72,64,24
13549,10.0,39,71,21,64,24,31,96,42,3,76
13550,10.0,79,55,25,51,67,55,38,35,65,32
13551,10.0,90,83,84,18,46,48,5,37,14,65
13552,10.0,82,49,26,75,42,58,5,40,3,77
13553,10.0,86,66,17,92,7,87,59,3,85,71
13554,10.0,12,48,35,10,95,48,98,46,91,66
13555,10.0,18,68,92,74,70,18,96,52,52,78
13556,10.0,97,66,7,37,71,21,43,30,31,46
13557,10.0,65,72,37,42,3,68,52,58,68,20
13558,10.0,79,57,26,67,38,31,53,96,33,48
13559,10.0,12,42,63,88,13,90,73,34,61,58
13560,10.0,33,3,59,55,38,75,65,30,50,98
13561,10.0,79,34,52,6,18,24,16,63,97,30
13562,10.0,65,83,70,4,14,88,50,14,42,13
13563,10.0,95,84,21,74,29,37,68,31,1,72
13564,10.0,23,80,7,73,92,80,4,57,74,63
13565,10.0,57,74,14,22,31,57,84,82,31,91
13566,10.0,36,29,11,56,76,44,84,65,29,43
13567,10.0,44,85,74,22,51,31,35,51,59,10
13568,10.0,92,53,69,10,28,19,12,40,9,56
13569,10.0,53,96,43,44,54,49,62,28,31,76
13570,10.0,35,92,43,51,3,93,13,35,32,34
13571,10.0,3,48,16,82,63,25,87,10,9,16
13572,10.0,17,29,93,86,50,61,18,86,13,7
13573,10.0,85,52,88,28,76,16,22,88,35,53
13574,10.0,76,11,9,96,66,78,98,4,19,36
13575,10.0,6,20,70,8,19,97,65,98,89,8
13576,10.0,65,40,3,90,27,42,34,57,43,6
13577,10.0,70,2,1,27,77,53,90,6,62,34
13578,10.0,27,89,12,60,75,55,65,10,34,47
13579,10.0,95,96,3,37,1,27,16,30,56,5
13580,10.0,48,57,19,27,3,18,97,65,55,5
13581,10.0,87,45,42,33,56,62,11,41,52,10
13582,10.0,82,33,71,10,64,28,51,75,32,23
13583,10.0,69,34,15,27,9,88,30,32,13,40
13584,10.0,66,10,89,69,40,85,98,57,88,57
13585,10.0,27,72,81,72,66,73,18,36,67,85
13586,10.0,88,78,86,24,44,54,64,6,66,78
13587,10.0,66,3,34,85,54,13,47,76,23,25
13588,10.0,47,15,87,94,11,78,69,91,70,56
13589,10.0,77,39,90,51,96,17,97,93,14,56
13590,10.0,14,1,2,27,11,69,23,76,50,74
13591,10.0,21,9,1,4,41,42,29,35,31,71
13592,10.0,62,45,73,36,20,29,48,94,83,36
13593,10.0,51,49,4,57,64,42,41,53,87,47
13594,10.0,28,55,61,25,73,72,62,42,45,1
